"About the data: Exported on Aug 05, 2020. Criteria: Text - '""2019-nCoV"" OR ""COVID-19"" OR “SARS-CoV-2” OR ""HCoV-2019"" OR ""hcov"" OR ""NCOVID-19"" OR  ""severe acute respiratory syndrome coronavirus 2"" OR ""severe acute respiratory syndrome corona virus 2"" OR ((""coro...' in full data; Publication Year is 2020; Research Organization is University of Michigan–Flint or University of Michigan–Dearborn or University of Michigan or Michigan Medicine or VA Ann Arbor Healthcare System. For more information, please see https://app.dimensions.ai/datasources. © 2020 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Corresponding Author,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,Sustainable Development Goals
227,pub.1129130062,10.1001/jama.2020.12839,32648899,,"Pathophysiology, Transmission, Diagnosis, and Treatment of Coronavirus Disease 2019 (COVID-19)",JAMA,,,2020-07-10,2020,324,8,,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",VA Center for Clinical Management Research; Public Health England; Monash University; University of Cambridge; University of Amsterdam; University of Michigan; Alfred Health,grid.497654.d; grid.271308.f; grid.1002.3; grid.5335.0; grid.7177.6; grid.214458.e; grid.267362.4,United States; United Kingdom; Australia; United Kingdom; Netherlands; United States; Australia,,10,10,,,3174,https://jamanetwork.com/journals/jama/articlepdf/2768391/jama_wiersinga_2020_rv_200009.pdf,https://app.dimensions.ai/details/publication/pub.1129130062,1117 Public Health and Health Services; 11 Medical and Health Sciences; 1103 Clinical Sciences,3 Good Health and Well Being
144,pub.1129147689,10.1007/s40121-020-00318-1,32651941,PMC7348566,That Escalated Quickly: Remdesivir's Place in Therapy for COVID-19,Infectious Diseases and Therapy,,,2020-07-10,2020,,,1-12,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)","University of Pittsburgh Medical Center; University of California, Los Angeles; University of Michigan",grid.412689.0; grid.19006.3e; grid.214458.e,United States; United States; United States,,0,0,,,73,https://link.springer.com/content/pdf/10.1007/s40121-020-00318-1.pdf,https://app.dimensions.ai/details/publication/pub.1129147689,11 Medical and Health Sciences; 1103 Clinical Sciences,
107,pub.1129134234,10.1001/jama.2020.12984,32648917,,What Is COVID-19?,JAMA,,,2020-07-10,2020,324,8,,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan; University of Amsterdam,grid.214458.e; grid.7177.6,United States; Netherlands,,0,0,,,167,https://jamanetwork.com/journals/jama/articlepdf/2768390/jama_wiersinga_2020_pg_200038.pdf,https://app.dimensions.ai/details/publication/pub.1129134234,11 Medical and Health Sciences,
106,pub.1127473059,10.1021/acsinfecdis.0c00224,32388976,PMC7216760,COVID-19: Living through Another Pandemic.,ACS Infectious Diseases,,,2020-07-10,2020,6,7,1548-1552,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan; Cairo University,grid.214458.e; grid.7776.1,United States; Egypt,,3,3,,,5,https://pubs.acs.org/doi/pdf/10.1021/acsinfecdis.0c00224,https://app.dimensions.ai/details/publication/pub.1127473059,1108 Medical Microbiology; 11 Medical and Health Sciences; 1103 Clinical Sciences,3 Good Health and Well Being
0,pub.1129133697,10.3389/fpsyg.2020.01283,,,Beyond Screen Time: A Synergistic Approach to a More Comprehensive Assessment of Family Media Exposure During Early Childhood,Frontiers in Psychology,,,2020-07-10,2020,11,,1283,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",Linköping University; University of Michigan; Georgetown University; University of Wisconsin–Madison; Charles University; University of Pittsburgh; Purdue University West Lafayette; Brigham Young University; University of New York in Prague; Sapienza University of Rome; Stavanger University Hospital; Ruhr University Bochum,grid.5640.7; grid.214458.e; grid.213910.8; grid.14003.36; grid.4491.8; grid.21925.3d; grid.169077.e; grid.253294.b; grid.449989.1; grid.7841.a; grid.412835.9; grid.5570.7,Sweden; United States; United States; United States; Czechia; United States; United States; United States; Czechia; Italy; Norway; Germany,,1,1,,,9,https://www.frontiersin.org/articles/10.3389/fpsyg.2020.01283/pdf,https://app.dimensions.ai/details/publication/pub.1129133697,1702 Cognitive Sciences; 17 Psychology and Cognitive Sciences; 1701 Psychology,
1,pub.1129369203,10.2478/dim-2020-0012,,,Building an Open Resources Repository for COVID-19 Research,Data and Information Management,,,2020-07-09,2020,0,0,,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)","Peking University; Hefei University of Technology; East China Normal University; University of Michigan; Harvard University; University of California, San Diego; Fuzhou University; Shandong University of Science and Technology; George Mason University; Wuhan University",grid.11135.37; grid.256896.6; grid.22069.3f; grid.214458.e; grid.38142.3c; grid.266100.3; grid.411604.6; grid.412508.a; grid.22448.38; grid.49470.3e,China; China; China; United States; United States; United States; China; China; United States; China,,0,0,,,,https://content.sciendo.com/downloadpdf/journals/dim/ahead-of-print/article-10.2478-dim-2020-0012/article-10.2478-dim-2020-0012.pdf,https://app.dimensions.ai/details/publication/pub.1129369203,1117 Public Health and Health Services; 11 Medical and Health Sciences,
1,pub.1129108890,10.1001/jama.2020.12432,32644105,,"Eradicating Racial Injustice in Medicine—If Not Now, When?",JAMA,,,2020-07-09,2020,324,5,,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan,grid.214458.e,United States,,0,0,,,151,https://jamanetwork.com/journals/jama/articlepdf/2768353/jama_vince_2020_po_200067.pdf,https://app.dimensions.ai/details/publication/pub.1129108890,11 Medical and Health Sciences,3 Good Health and Well Being
14,pub.1126789407,10.1093/eurpub/ckaa088,32639015,,EU health law and policy in and after the COVID-19 crisis,European Journal of Public Health,,,2020-07-08,2020,,,ckaa088,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan; University of Amsterdam,grid.214458.e; grid.7177.6,United States; Netherlands,,1,1,,,10,https://academic.oup.com/eurpub/article-pdf/doi/10.1093/eurpub/ckaa088/33473824/ckaa088.pdf,https://app.dimensions.ai/details/publication/pub.1126789407,1117 Public Health and Health Services; 11 Medical and Health Sciences,
9,pub.1128199889,10.1001/jama.2020.8911,32492097,,Potential Implications of COVID-19 for the 2020-2021 Residency Application Cycle,JAMA,,,2020-07-07,2020,324,1,29-30,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan,grid.214458.e,United States,,2,2,,,221,https://jamanetwork.com/journals/jama/articlepdf/2766944/jama_hammoud_2020_vp_200110.pdf,https://app.dimensions.ai/details/publication/pub.1128199889,11 Medical and Health Sciences,
8,pub.1128996841,10.1093/jlb/lsaa053,,,"Covid-19, Single-Sourced Diagnostic Tests, and Innovation Policy",Journal of Law and the Biosciences,,,2020-07-07,2020,,,lsaa053-,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",Yale University; University of Michigan,grid.47100.32; grid.214458.e,United States; United States,,0,0,,,11,https://academic.oup.com/jlb/article-pdf/doi/10.1093/jlb/lsaa053/33471981/lsaa053.pdf,https://app.dimensions.ai/details/publication/pub.1128996841,18 Law and Legal Studies; 22 Philosophy and Religious Studies; 2201 Applied Ethics; 1801 Law,
3,pub.1129033869,10.1002/mds.28198,32633860,PMC7361360,Safety of Plasma Infusions in Parkinson's Disease,Movement Disorders,,,2020-07-07,2020,,,,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)","Stanford University; University of California, Irvine; University of Michigan; University of Miami",grid.168010.e; grid.266093.8; grid.214458.e; grid.26790.3a,United States; United States; United States; United States,,0,0,,,15,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mds.28198,https://app.dimensions.ai/details/publication/pub.1129033869,11 Medical and Health Sciences; 1103 Clinical Sciences,
14,pub.1129016266,10.1038/s41585-020-0352-6,32632304,PMC7338095,COVID and CopMich: comparing and contrasting COVID-19 experiences in the USA and Scandinavia,Nature Reviews Urology,,,2020-07-06,2020,,,1-6,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan,grid.214458.e,United States,,0,0,,,9,https://www.nature.com/articles/s41585-020-0352-6.pdf,https://app.dimensions.ai/details/publication/pub.1129016266,1117 Public Health and Health Services; 11 Medical and Health Sciences,3 Good Health and Well Being
151,pub.1129053401,10.3390/cells9071619,32635598,,Canonical and Noncanonical Autophagy as Potential Targets for COVID-19,Cells,,"Antiviral Agents; Apoptosis; Autophagy; Autophagy-Related Proteins; Betacoronavirus; Capsid Proteins; Coronavirus Infections; Humans; Pandemics; Pneumonia, Viral; Virus Replication",2020-07-05,2020,9,7,1619,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",Institute of Marine Research; Miguel Hernandez University; University of Michigan,grid.423818.4; grid.26811.3c; grid.214458.e,Spain; Spain; United States,European Commission; National Institute of Allergy and Infectious Diseases; National Institute of General Medical Sciences; Foundation for the National Institutes of Health,0,0,,,1,https://www.mdpi.com/2073-4409/9/7/1619/pdf,https://app.dimensions.ai/details/publication/pub.1129053401,0601 Biochemistry and Cell Biology; 06 Biological Sciences,
241,pub.1128940796,10.3389/fimmu.2020.01581,32719684,PMC7350702,COVID-19 Coronavirus Vaccine Design Using Reverse Vaccinology and Machine Learning,Frontiers in Immunology,,,2020-07-03,2020,11,,1581,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan,grid.214458.e,United States,National Institute of Allergy and Infectious Diseases,1,1,,,7,https://www.frontiersin.org/articles/10.3389/fimmu.2020.01581/pdf,https://app.dimensions.ai/details/publication/pub.1128940796,11 Medical and Health Sciences; 1107 Immunology,3 Good Health and Well Being
46,pub.1126142306,10.1080/08959420.2020.1750543,32245346,,The Coronavirus and the Risks to the Elderly in Long-Term Care,Journal of Aging & Social Policy,,"Aged; Aging; Betacoronavirus; Coronavirus Infections; Elder Abuse; Family; Humans; Infection Control; Pandemics; Pneumonia, Viral; Residential Facilities; Risk Factors; Social Isolation",2020-07-03,2020,32,4-5,1-6,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan; University of Ottawa,grid.214458.e; grid.28046.38,United States; Canada,,20,20,,,66,https://www.tandfonline.com/doi/pdf/10.1080/08959420.2020.1750543?needAccess=true,https://app.dimensions.ai/details/publication/pub.1126142306,16 Studies in Human Society; 17 Psychology and Cognitive Sciences; 1701 Psychology; 1607 Social Work; 1605 Policy and Administration,
21,pub.1128171798,10.1080/08959420.2020.1770031,32489144,,"Intergenerational Relationships, Family Caregiving Policy, and COVID-19 in the United States",Journal of Aging & Social Policy,,"Aged; Betacoronavirus; Caregivers; Coronavirus Infections; Employment; Family; Humans; Infection Control; Intergenerational Relations; Pandemics; Pneumonia, Viral; Policy; United States",2020-07-03,2020,32,4-5,1-9,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan; University of Massachusetts Boston,grid.214458.e; grid.266685.9,United States; United States,National Institute on Aging,0,0,,,20,https://www.tandfonline.com/doi/pdf/10.1080/08959420.2020.1770031?needAccess=true,https://app.dimensions.ai/details/publication/pub.1128171798,16 Studies in Human Society; 17 Psychology and Cognitive Sciences; 1701 Psychology; 1607 Social Work; 1605 Policy and Administration,
13,pub.1127829094,10.1080/08959420.2020.1771239,32441572,,A Framework for Aging-Friendly Services and Supports in the Age of COVID-19,Journal of Aging & Social Policy,,"Aged; Aged, 80 and over; Aging; Betacoronavirus; Coronavirus Infections; Environment; Home Care Services; Humans; Long-Term Care; Middle Aged; Pandemics; Pneumonia, Viral; Risk Factors; Social Environment; Social Isolation; Social Support; Social Work; Telemedicine; United States",2020-07-03,2020,32,4-5,1-10,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan,grid.214458.e,United States,,0,0,,,6,https://www.tandfonline.com/doi/pdf/10.1080/08959420.2020.1771239?needAccess=true,https://app.dimensions.ai/details/publication/pub.1127829094,16 Studies in Human Society; 17 Psychology and Cognitive Sciences; 1701 Psychology; 1607 Social Work; 1605 Policy and Administration,
28,pub.1127554731,10.1080/15265161.2020.1764134,32400291,,Should Extremely Premature Babies Get Ventilators During the COVID-19 Crisis?,The American Journal of Bioethics,,,2020-07-02,2020,20,7,1-7,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",Children's Mercy Hospital; University of Ottawa; University of Michigan; Children's Hospital of Eastern Ontario; Albert Einstein College of Medicine; Northwestern University; University of Montreal,grid.239559.1; grid.28046.38; grid.214458.e; grid.414148.c; grid.251993.5; grid.16753.36; grid.14848.31,United States; Canada; United States; Canada; United States; United States; Canada,,8,8,,,23,https://www.tandfonline.com/doi/pdf/10.1080/15265161.2020.1764134?needAccess=true,https://app.dimensions.ai/details/publication/pub.1127554731,11 Medical and Health Sciences; 1114 Paediatrics and Reproductive Medicine,3 Good Health and Well Being
9,pub.1129684940,10.1080/15265161.2020.1779409,32716786,,Flattening the Rationing Curve: The Need for Explicit Guidelines for Implicit Rationing during the COVID-19 Pandemic,The American Journal of Bioethics,,"Betacoronavirus; Bioethics; Coronavirus Infections; Health Care Rationing; Humans; Pandemics; Pneumonia, Viral",2020-07-02,2020,20,7,77-80,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan; Albany Medical College; University of Pittsburgh,grid.214458.e; grid.413558.e; grid.21925.3d,United States; United States; United States,,0,0,,,3,https://www.tandfonline.com/doi/pdf/10.1080/15265161.2020.1779409?needAccess=true,https://app.dimensions.ai/details/publication/pub.1129684940,1117 Public Health and Health Services; 11 Medical and Health Sciences; 2201 Applied Ethics; 22 Philosophy and Religious Studies,
1,pub.1128767770,10.1002/jdd.12297,32589768,,A novel approach to clinical simulation in removable partial denture treatment,Journal of Dental Education,,,2020-07-02,2020,,,,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan,grid.214458.e,United States,,0,0,,,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jdd.12297,https://app.dimensions.ai/details/publication/pub.1128767770,11 Medical and Health Sciences; 1302 Curriculum and Pedagogy; 1105 Dentistry; 13 Education,
82,pub.1129685139,10.5588/ijtld.20.0317,32718413,,Rapid development of a portable negative pressure procedural tent,The International Journal of Tuberculosis and Lung Disease,,,2020-07-01,2020,24,7,740-743,Closed,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Toledo; University of Michigan,grid.267337.4; grid.214458.e,United States; United States,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1129685139,1102 Cardiorespiratory Medicine and Haematology; 11 Medical and Health Sciences,
23,pub.1129685684,10.5588/ijtld.20.0282,32718412,,Rapid development of a novel portable negative pressure device,The International Journal of Tuberculosis and Lung Disease,,,2020-07-01,2020,24,7,737-739,Closed,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Toledo; University of Michigan,grid.267337.4; grid.214458.e,United States; United States,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1129685684,1102 Cardiorespiratory Medicine and Haematology; 11 Medical and Health Sciences,
21,pub.1128396394,10.1089/fpsam.2020.0307,32525716,,Response to Elmaraghi et al. re: “Maxillofacial Trauma Management During COVID-19: Multidisciplinary Recommendations”,JAMA Facial Plastic Surgery,,"Betacoronavirus; Coronavirus Infections; Humans; Maxillofacial Injuries; Pandemics; Pneumonia, Viral; Triage",2020-07-01,2020,22,4,314-314,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan,grid.214458.e,United States,,0,0,,,,https://www.liebertpub.com/doi/pdf/10.1089/fpsam.2020.0307,https://app.dimensions.ai/details/publication/pub.1128396394,11 Medical and Health Sciences; 1103 Clinical Sciences,
13,pub.1128917533,10.1101/2020.06.29.20141564,,,A phenome-wide association study (PheWAS) of COVID-19 outcomes by race using the electronic health records data in Michigan Medicine,medRxiv,,,2020-07-01,2020,,,2020.06.29.20141564,"All OA; Green, Published",Preprint,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan,grid.214458.e,United States,,0,0,,,9,https://www.medrxiv.org/content/medrxiv/early/2020/07/01/2020.06.29.20141564.full.pdf,https://app.dimensions.ai/details/publication/pub.1128917533,11 Medical and Health Sciences; 1103 Clinical Sciences,3 Good Health and Well Being
11,pub.1129595696,10.1001/jamanetworkopen.2020.9456,32706378,,The Need to Expand Coverage and Enhance Access to Essential Services on a Predeductible Basis Following COVID-19,JAMA Network Open,,,2020-07-01,2020,3,7,e209456,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan,grid.214458.e,United States,,0,0,,,12,https://jamanetwork.com/journals/jamanetworkopen/articlepdf/2768612/fendrick_2020_ic_200084.pdf,https://app.dimensions.ai/details/publication/pub.1129595696,,3 Good Health and Well Being
11,pub.1128230713,10.1093/biosci/biaa064,32665736,PMC7340541,Integrating Biodiversity Infrastructure into Pathogen Discovery and Mitigation of Emerging Infectious Diseases,BioScience,,,2020-07-01,2020,70,6,biaa064,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)","Gorgas Memorial Institute for Health Studies; Arizona State University; National Institute of Infectious Diseases; University of Florida; Texas Tech University; Field Museum of Natural History; Hasselt University; University of Michigan; Maasai Mara University; University of New Mexico; University of Malaysia, Sarawak; Federal University of Rio de Janeiro; Florida State University; American Museum of Natural History; Bucknell University; New York Botanical Garden; University of Hawaii at Manoa",grid.419049.1; grid.215654.1; grid.410795.e; grid.15276.37; grid.264784.b; grid.299784.9; grid.12155.32; grid.214458.e; grid.449040.d; grid.266832.b; grid.412253.3; grid.8536.8; grid.255986.5; grid.241963.b; grid.253363.2; grid.288223.1; grid.410445.0,Panama; United States; Japan; United States; United States; United States; Belgium; United States; Kenya; United States; Malaysia; Brazil; United States; United States; United States; United States; United States,Directorate for Biological Sciences; National Institute of General Medical Sciences,1,1,,,312,https://doi.org/10.1093/biosci/biaa064,https://app.dimensions.ai/details/publication/pub.1128230713,05 Environmental Sciences; 06 Biological Sciences,13 Climate Action; 15 Life on Land
6,pub.1128536654,10.12788/jhm.3472,32584251,,Compassionate Communication Amid the COVID-19 Pandemic.,Journal of Hospital Medicine,,"Betacoronavirus; Communication Barriers; Coronavirus Infections; Empathy; Humans; Pandemics; Physician-Patient Relations; Pneumonia, Viral; Telemedicine",2020-07-01,2020,15,7,437-439,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan,grid.214458.e,United States,,0,0,,,12,https://mdedge-files-live.s3.us-east-2.amazonaws.com/files/s3fs-public/issues/articles/437_houchens0500_0720.pdf,https://app.dimensions.ai/details/publication/pub.1128536654,11 Medical and Health Sciences; 1103 Clinical Sciences,
5,pub.1128536655,10.12788/jhm.3474,32584250,,Trust in Public Health Is Essential Amid the COVID-19 Pandemic.,Journal of Hospital Medicine,,"Betacoronavirus; Biomedical Research; Coronavirus Infections; Humans; Pandemics; Pneumonia, Viral; Population Surveillance; Public Health; Trust",2020-07-01,2020,15,7,431-433,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan,grid.214458.e,United States,,0,0,,,51,https://mdedge-files-live.s3.us-east-2.amazonaws.com/files/s3fs-public/issues/articles/431_udow_phillips0467_0720.pdf,https://app.dimensions.ai/details/publication/pub.1128536655,11 Medical and Health Sciences; 1103 Clinical Sciences,
