Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Author,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,Sustainable Development Goals,Publication Date (print),Publication Date (online),Publication Date
7,pub.1125929468,10.1213/ane.0000000000004831,32221171,PMC7172565,Neuraxial procedures in COVID-19 positive parturients: a review of current reports.,Blank,Blank,Anesthesia & Analgesia,,,2020-07,2020,131,1,e22-e24,All OA; Gold,Article,"Bauer, Melissa E.; Chiware, Ruth; Pancaro, Carlo",Blank,,"Bauer, Melissa E. (University of Michigan); Chiware, Ruth (University of Michigan); Pancaro, Carlo (University of Michigan)",University of Michigan,grid.214458.e,United States,,7,7,,,3,https://journals.lww.com/anesthesia-analgesia/Citation/9000/Neuraxial_procedures_in_COVID_19_positive.95732.aspx,https://app.dimensions.ai/details/publication/pub.1125929468,1109 Neurosciences; 11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-07
6,pub.1127557854,10.1097/sla.0000000000003970,32404673,,"Surgeons, Surgical Research, and the COVID-19 Pandemic.",Blank,Blank,Annals of Surgery,,,2020-07,2020,272,1,1,Closed,Article,"Chhabra, Karan R; Lillemoe, Keith D",Blank,,"Chhabra, Karan R (Brigham and Women's Hospital; University of Michigan); Lillemoe, Keith D (Massachusetts General Hospital)",Massachusetts General Hospital; Brigham and Women's Hospital; University of Michigan,grid.32224.35; grid.62560.37; grid.214458.e,United States; United States; United States,,0,0,,,1,,https://app.dimensions.ai/details/publication/pub.1127557854,11 Medical and Health Sciences,,Blank,Blank,2020-07
5,pub.1127353691,10.1016/j.jaad.2020.04.155,32380220,PMC7198184,"Invited Commentary on the letter ""The COVID-19 crisis: A unique opportunity to expand dermatology to underserved populations.""",Blank,Blank,Journal of the American Academy of Dermatology,,"Betacoronavirus; Coronavirus Infections; Dermatology; Humans; Medically Underserved Area; Pandemics; Pneumonia, Viral; Vulnerable Populations",2020-07,2020,83,1,e85-e86,All OA; Gold,Article,"Kovarik, Carrie; Lee, Ivy; Tejasvi, Trilokraj; Lipoff, Jules B.",Blank,"Kovarik, Carrie (University of Pennsylvania)","Kovarik, Carrie (University of Pennsylvania); Lee, Ivy (); Tejasvi, Trilokraj (University of Michigan); Lipoff, Jules B. (University of Pennsylvania)",University of Michigan; University of Pennsylvania,grid.214458.e; grid.25879.31,United States; United States,,0,0,,,,https://doi.org/10.1016/j.jaad.2020.04.155,https://app.dimensions.ai/details/publication/pub.1127353691,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-07
4,pub.1128713682,10.1016/j.annemergmed.2020.03.002,,,Identifying Barriers to a Diverse Emergency Physician Workforce: Identifying When and How Leaks Occur in the Pipeline,Blank,Blank,Annals of Emergency Medicine,,,2020-07,2020,76,1,113-115,Closed,Article,"Burkhardt, John; DesJardins, Stephen; Gruppen, Larry",Blank,,"Burkhardt, John (University of Michigan); DesJardins, Stephen (University of Michigan); Gruppen, Larry (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,2,,https://app.dimensions.ai/details/publication/pub.1128713682,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-07
4,pub.1126156909,10.1097/ju.0000000000001033,32249678,PMC7273866,Implementing Telemedicine in Response to the COVID-19 Pandemic.,Blank,Blank,The Journal of Urology,,"Betacoronavirus; Coronavirus Infections; Humans; Infection Control; Pandemics; Pneumonia, Viral; Telemedicine; United States; Urologic Diseases; Urology",2020-07,2020,204,1,14-16,All OA; Gold,Article,"Gadzinski, Adam J; Gore, John L; Ellimoottil, Chad; Odisho, Anobel Y; Watts, Kara L",Blank,,"Gadzinski, Adam J (University of Washington); Gore, John L (University of Washington); Ellimoottil, Chad (University of Michigan); Odisho, Anobel Y (University of California, San Francisco); Watts, Kara L ()","University of Washington; University of Michigan; University of California, San Francisco",grid.34477.33; grid.214458.e; grid.266102.1,United States; United States; United States,,4,4,,,23,https://www.auajournals.org/doi/pdf/10.1097/JU.0000000000001033,https://app.dimensions.ai/details/publication/pub.1126156909,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-07
1,pub.1128663770,10.1016/j.jpeds.2020.04.025,,,Antibiotic-treated otitis media and adverse events,Blank,Blank,The Journal of Pediatrics,,,2020-07,2020,222,,253-257,All OA; Gold,Article,"Tribble, Alison C.",Blank,,"Tribble, Alison C. (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,,https://doi.org/10.1016/j.jpeds.2020.04.025,https://app.dimensions.ai/details/publication/pub.1128663770,1106 Human Movement and Sports Science; 11 Medical and Health Sciences; 1114 Paediatrics and Reproductive Medicine,,Blank,Blank,2020-07
0,pub.1126787890,10.1007/s00401-020-02156-4,32306066,PMC7166004,MEF2 impairment underlies skeletal muscle atrophy in polyglutamine disease,Blank,Blank,Acta Neuropathologica,,,2020-07,2020,140,1,63-80,All OA; Gold,Article,"Nath, Samir R.; Lieberman, Matthew L.; Yu, Zhigang; Marchioretti, Caterina; Jones, Samuel T.; Danby, Emily C. E.; Van Pelt, Kate M.; Sorarù, Gianni; Robins, Diane M.; Bates, Gillian P.; Pennuto, Maria; Lieberman, Andrew P.",Blank,"Lieberman, Andrew P. (University of Michigan)","Nath, Samir R. (University of Michigan; University of Michigan; University of Michigan); Lieberman, Matthew L. (University of Michigan); Yu, Zhigang (University of Michigan); Marchioretti, Caterina (University of Padua; Venetian Institute of Molecular Medicine; University of Padua); Jones, Samuel T. (University College London); Danby, Emily C. E. (University College London); Van Pelt, Kate M. (University of Michigan); Sorarù, Gianni (University of Padua; Venetian Institute of Molecular Medicine; University of Padua); Robins, Diane M. (University of Michigan); Bates, Gillian P. (University College London); Pennuto, Maria (University of Padua; Venetian Institute of Molecular Medicine; University of Padua); Lieberman, Andrew P. (University of Michigan)",University of Padua; University College London; Venetian Institute of Molecular Medicine; University of Michigan,grid.5608.b; grid.83440.3b; grid.428736.c; grid.214458.e,Italy; United Kingdom; Italy; United States,National Institute of Neurological Disorders and Stroke; National Institute of General Medical Sciences,0,0,,,17,https://link.springer.com/content/pdf/10.1007/s00401-020-02156-4.pdf,https://app.dimensions.ai/details/publication/pub.1126787890,1109 Neurosciences; 11 Medical and Health Sciences,,Blank,Blank,2020-07
0,pub.1128305818,10.1177/1558689820932309,,,"In This Issue: Complexity Theory, Transformative Mixed Methods, Integration, Spatial Analysis, Mixed Methods Photo Elicitation, and Indigenous Cultural Values Instrument",Blank,Blank,Journal of Mixed Methods Research,,,2020-07,2020,14,3,275-277,All OA; Gold,Article,"Molina-Azorin, José F.; Fetters, Michael D.",Blank,,"Molina-Azorin, José F. (University of Alicante); Fetters, Michael D. (University of Michigan)",University of Alicante; University of Michigan,grid.5268.9; grid.214458.e,Spain; United States,,0,0,,,,https://journals.sagepub.com/doi/pdf/10.1177/1558689820932309,https://app.dimensions.ai/details/publication/pub.1128305818,,,Blank,Blank,2020-07
0,pub.1128718869,10.1016/j.adaj.2020.05.012,,,Authors’ response,Blank,Blank,The Journal of the American Dental Association,,,2020-07,2020,151,7,475,Closed,Article,"Yarows, Steven A.",Blank,,"Yarows, Steven A. (Michigan Medicine)",Michigan Medicine,grid.412590.b,United States,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1128718869,11 Medical and Health Sciences; 1105 Dentistry,,Blank,Blank,2020-07
0,pub.1128712695,10.1016/j.adaj.2020.05.013,,PMC7313524,Opioid and Antibiotic Prescribing,Blank,Blank,The Journal of the American Dental Association,,,2020-07,2020,151,7,475-476,All OA; Gold,Article,"Nalliah, Romesh P.; Brummett, Chad",Blank,,"Nalliah, Romesh P. (University of Michigan); Brummett, Chad (Michigan Medicine)",Michigan Medicine; University of Michigan,grid.412590.b; grid.214458.e,United States; United States,,0,0,,,,https://doi.org/10.1016/j.adaj.2020.05.013,https://app.dimensions.ai/details/publication/pub.1128712695,11 Medical and Health Sciences; 1105 Dentistry,,Blank,Blank,2020-07
0,pub.1128525073,10.1177/1367877920918599,,,Postdigital cultural studies,Blank,Blank,International Journal of Cultural Studies,,,2020-07,2020,23,4,441-450,Closed,Article,"Murray, Sarah",Blank,,"Murray, Sarah (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,2,,https://app.dimensions.ai/details/publication/pub.1128525073,"2002 Cultural Studies; 2005 Literary Studies; 20 Language, Communication and Culture",,Blank,Blank,2020-07
292,pub.1128720612,10.1080/15548627.2020.1782022,32578486,,"Autophagy/virophagy: a ""disposal strategy"" to combat COVID-19.",Blank,Blank,Autophagy,,,2020-06-24,2020,,,1-2,All OA; Gold,Article,"Mijaljica, Dalibor; Klionsky, Daniel J",Blank,,"Mijaljica, Dalibor (); Klionsky, Daniel J (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,1,https://www.tandfonline.com/doi/pdf/10.1080/15548627.2020.1782022?needAccess=true,https://app.dimensions.ai/details/publication/pub.1128720612,0601 Biochemistry and Cell Biology; 06 Biological Sciences,,Blank,Blank,2020-06-24
255,pub.1128393307,10.1080/15548627.2020.1779467,32522067,,"Autophagy as an emerging target for COVID-19: lessons from an old friend, chloroquine",Blank,Blank,Autophagy,,,2020-06-24,2020,,,1-7,All OA; Gold,Article,"Bonam, Srinivasa Reddy; Muller, Sylviane; Bayry, Jagadeesh; Klionsky, Daniel J",Blank,,"Bonam, Srinivasa Reddy (); Muller, Sylviane (University of Strasbourg; University of Strasbourg); Bayry, Jagadeesh (); Klionsky, Daniel J (University of Michigan)",University of Michigan; University of Strasbourg,grid.214458.e; grid.11843.3f,United States; France,European Commission; French National Centre for Scientific Research; National Institute of General Medical Sciences; National Agency for Research; European Cooperation in Science and Technology,0,0,,,4,https://www.tandfonline.com/doi/pdf/10.1080/15548627.2020.1779467?needAccess=true,https://app.dimensions.ai/details/publication/pub.1128393307,0601 Biochemistry and Cell Biology; 06 Biological Sciences,,Blank,Blank,2020-06-24
42,pub.1128712729,10.1038/s41562-020-0906-x,32581299,,Ten considerations for effectively managing the COVID-19 transition,Blank,Blank,Nature Human Behaviour,,,2020-06-24,2020,,,1-11,All OA; Gold,Article,"Habersaat, Katrine Bach; Betsch, Cornelia; Danchin, Margie; Sunstein, Cass R.; Böhm, Robert; Falk, Armin; Brewer, Noel T.; Omer, Saad B.; Scherzer, Martha; Sah, Sunita; Fischer, Edward F.; Scheel, Andrea E.; Fancourt, Daisy; Kitayama, Shinobu; Dubé, Eve; Leask, Julie; Dutta, Mohan; MacDonald, Noni E.; Temkina, Anna; Lieberoth, Andreas; Jackson, Mark; Lewandowsky, Stephan; Seale, Holly; Fietje, Nils; Schmid, Philipp; Gelfand, Michele; Korn, Lars; Eitze, Sarah; Felgendreff, Lisa; Sprengholz, Philipp; Salvi, Cristiana; Butler, Robb",Blank,"Habersaat, Katrine Bach (World Health Organization Regional Office for Europe)","Habersaat, Katrine Bach (World Health Organization Regional Office for Europe); Betsch, Cornelia (University of Erfurt); Danchin, Margie (Royal Children's Hospital); Sunstein, Cass R. (Harvard University); Böhm, Robert (University of Copenhagen); Falk, Armin (University of Bonn); Brewer, Noel T. (University of North Carolina at Chapel Hill); Omer, Saad B. (Yale University); Scherzer, Martha (World Health Organization Regional Office for Europe); Sah, Sunita (University of Cambridge); Fischer, Edward F. (Vanderbilt University); Scheel, Andrea E. (World Health Organization Regional Office for Europe); Fancourt, Daisy (University College London); Kitayama, Shinobu (University of Michigan); Dubé, Eve (Laval University); Leask, Julie (University of Sydney); Dutta, Mohan (Massey University); MacDonald, Noni E. (Dalhousie University); Temkina, Anna (European University at Saint Petersburg); Lieberoth, Andreas (Aarhus University); Jackson, Mark (University of Exeter); Lewandowsky, Stephan (University of Bristol; University of Western Australia); Seale, Holly (UNSW Sydney); Fietje, Nils (World Health Organization Regional Office for Europe); Schmid, Philipp (University of Erfurt); Gelfand, Michele (University of Maryland, College Park); Korn, Lars (University of Erfurt); Eitze, Sarah (University of Erfurt); Felgendreff, Lisa (University of Erfurt); Sprengholz, Philipp (University of Erfurt); Salvi, Cristiana (World Health Organization Regional Office for Europe); Butler, Robb (World Health Organization Regional Office for Europe)","University of Erfurt; European University at Saint Petersburg; University of Sydney; University of Cambridge; UNSW Sydney; University of Copenhagen; Massey University; Laval University; Dalhousie University; Yale University; University of Michigan; Vanderbilt University; Royal Children's Hospital; University of North Carolina at Chapel Hill; University College London; World Health Organization Regional Office for Europe; University of Bonn; Harvard University; University of Bristol; Aarhus University; University of Western Australia; University of Exeter; University of Maryland, College Park",grid.32801.38; grid.37415.34; grid.1013.3; grid.5335.0; grid.1005.4; grid.5254.6; grid.148374.d; grid.23856.3a; grid.55602.34; grid.47100.32; grid.214458.e; grid.152326.1; grid.416107.5; grid.10698.36; grid.83440.3b; grid.420226.0; grid.10388.32; grid.38142.3c; grid.5337.2; grid.7048.b; grid.1012.2; grid.8391.3; grid.164295.d,Germany; Russia; Australia; United Kingdom; Australia; Denmark; New Zealand; Canada; Canada; United States; United States; United States; Australia; United States; United Kingdom; Denmark; Germany; United States; United Kingdom; Denmark; Australia; United Kingdom; United States,German Research Foundation,0,0,,,114,https://www.nature.com/articles/s41562-020-0906-x.pdf,https://app.dimensions.ai/details/publication/pub.1128712729,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-06-24
10,pub.1127606051,10.1002/pmrj.12405,32412176,PMC7273075,Proposed Workflow for Rehabilitation in a Field Hospital Setting during the COVID‐19 Pandemic,Blank,Blank,PM&R,,,2020-06-24,2020,,,,All OA; Gold,Article,"Smith, Sean R.; Jenq, Grace; Claflin, Ted; Magnant, Chris; Haig, Andrew J.; Hurvitz, Edward",Blank,,"Smith, Sean R. (University of Michigan); Jenq, Grace (University of Michigan); Claflin, Ted (University of Michigan); Magnant, Chris (University of Michigan); Haig, Andrew J. (University of Michigan); Hurvitz, Edward (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,6,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pmrj.12405,https://app.dimensions.ai/details/publication/pub.1127606051,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-06-24
75,pub.1127817231,10.1001/jama.2020.9252,32442244,,Translating Science on COVID-19 to Improve Clinical Care and Support the Public Health Response,Blank,Blank,JAMA,,,2020-06-23,2020,323,24,2464-2465,All OA; Gold,Article,"del Rio, Carlos; Malani, Preeti",Blank,"del Rio, Carlos (Emory University)","del Rio, Carlos (Emory University); Malani, Preeti (University of Michigan)",Emory University; University of Michigan,grid.189967.8; grid.214458.e,United States; United States,,0,0,,,146,https://jamanetwork.com/journals/jama/articlepdf/2766600/jama_del_rio_2020_vp_200115.pdf,https://app.dimensions.ai/details/publication/pub.1127817231,1117 Public Health and Health Services; 11 Medical and Health Sciences,3 Good Health and Well Being,Blank,Blank,2020-06-23
36,pub.1128682245,10.3389/fneur.2020.00640,,,A Contemporary Review of Neurological Sequelae of COVID-19,Blank,Blank,Frontiers in Neurology,,,2020-06-23,2020,11,,640,All OA; Gold,Article,"Fiani, Brian; Covarrubias, Claudia; Desai, Aditi; Sekhon, Manraj; Jarrah, Ryan",Blank,"Fiani, Brian (Desert Regional Medical Center)","Fiani, Brian (Desert Regional Medical Center); Covarrubias, Claudia (Universidad Anáhuac Querétaro); Desai, Aditi (University of Toronto); Sekhon, Manraj (Oakland University); Jarrah, Ryan (University of Michigan–Flint)",University of Toronto; Desert Regional Medical Center; University of Michigan–Flint; Universidad Anáhuac Querétaro; Oakland University,grid.17063.33; grid.477247.5; grid.48950.30; grid.441448.9; grid.261277.7,Canada; United States; United States; Mexico; United States,,0,0,,,7,https://www.frontiersin.org/articles/10.3389/fneur.2020.00640/pdf,https://app.dimensions.ai/details/publication/pub.1128682245,1109 Neurosciences; 11 Medical and Health Sciences,,Blank,Blank,2020-06-23
36,pub.1128693177,10.1177/0194599820936615,32571147,,The Difficult Airway and Aerosol-Generating Procedures in COVID-19: Timeless Principles for Uncertain Times.,Blank,Blank,Otolaryngology,,,2020-06-23,2020,,,194599820936615,All OA; Gold,Article,"Smith, Joshua D; Chen, Michelle M; Balakrishnan, Karthik; Sidell, Douglas R; di Stadio, Arianna; Schechtman, Samuel A; Brody, Robert M; Kupfer, Robbi A; Rassekh, Christopher H; Brenner, Michael J",Blank,,"Smith, Joshua D (University of Michigan); Chen, Michelle M (University of Michigan); Balakrishnan, Karthik (Stanford University); Sidell, Douglas R (Stanford University); di Stadio, Arianna (University of Perugia); Schechtman, Samuel A (University of Michigan); Brody, Robert M (University of Pennsylvania); Kupfer, Robbi A (University of Michigan); Rassekh, Christopher H (University of Pennsylvania); Brenner, Michael J (University of Michigan)",University of Michigan; University of Pennsylvania; University of Perugia; Stanford University,grid.214458.e; grid.25879.31; grid.9027.c; grid.168010.e,United States; United States; Italy; United States,,0,0,,,2,https://journals.sagepub.com/doi/pdf/10.1177/0194599820936615,https://app.dimensions.ai/details/publication/pub.1128693177,1102 Cardiorespiratory Medicine and Haematology; 1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-06-23
9,pub.1128713295,10.1101/2020.06.22.20137448,,,Humidity and deposition solution play a critical role in virus inactivation by heat treatment on N95 respirators,Blank,Blank,medRxiv,,,2020-06-23,2020,,,2020.06.22.20137448,"All OA; Green, Published",Article,"Rockey, Nicole; Arts, Peter J.; Li, Lucinda; Harrison, Katherine R.; Langenfeld, Kathryn; Fitzsimmons, William J.; Lauring, Adam S.; Love, Nancy G.; Kaye, Keith S.; Raskin, Lutgarde; Roberts, William W.; Hegarty, Bridget; Wigginton, Krista R.",Blank,,"Rockey, Nicole (University of Michigan); Arts, Peter J. (University of Michigan); Li, Lucinda (University of Michigan); Harrison, Katherine R. (University of Michigan); Langenfeld, Kathryn (University of Michigan); Fitzsimmons, William J. (); Lauring, Adam S. (); Love, Nancy G. (University of Michigan); Kaye, Keith S. (); Raskin, Lutgarde (University of Michigan); Roberts, William W. (); Hegarty, Bridget (University of Michigan); Wigginton, Krista R. (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,20,https://www.medrxiv.org/content/medrxiv/early/2020/06/23/2020.06.22.20137448.full.pdf,https://app.dimensions.ai/details/publication/pub.1128713295,1108 Medical Microbiology; 11 Medical and Health Sciences,,Blank,Blank,2020-06-23
5,pub.1128713756,10.1101/2020.06.22.20137711,,,A Macroeconomic SIR Model for COVID-19,Blank,Blank,medRxiv,,,2020-06-23,2020,,,2020.06.22.20137711,"All OA; Green, Published",Article,"Bayraktar, Erhan; Cohen, Asaf; Nellis, April",Blank,,"Bayraktar, Erhan (University of Michigan); Cohen, Asaf (University of Michigan); Nellis, April (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,1,https://www.medrxiv.org/content/medrxiv/early/2020/06/23/2020.06.22.20137711.full.pdf,https://app.dimensions.ai/details/publication/pub.1128713756,1117 Public Health and Health Services; 11 Medical and Health Sciences,3 Good Health and Well Being,Blank,Blank,2020-06-23
4,pub.1128720186,10.1177/0883073820933739,32576057,PMC7315378,Management of Infantile Spasms During the COVID-19 Pandemic.,Blank,Blank,Journal of Child Neurology,,,2020-06-23,2020,,,883073820933739,All OA; Gold,Article,"Grinspan, Zachary M; Mytinger, John R; Baumer, Fiona M; Ciliberto, Michael A; Cohen, Bruce H; Dlugos, Dennis J; Harini, Chellamani; Hussain, Shaun A; Joshi, Sucheta M; Keator, Cynthia G; Knupp, Kelly G; McGoldrick, Patricia E; Nickels, Katherine C; Park, Jun T; Pasupuleti, Archana; Patel, Anup D; Shahid, Asim M; Shellhaas, Renee A; Shrey, Daniel W; Singh, Rani K; Wolf, Steven M; Yozawitz, Elissa G; Yuskaitis, Christopher J; Waugh, Jeff L; Pearl, Phillip L",Blank,,"Grinspan, Zachary M (Cornell University); Mytinger, John R (Nationwide Children's Hospital); Baumer, Fiona M (Stanford University); Ciliberto, Michael A (University of Iowa Hospitals and Clinics); Cohen, Bruce H (Akron Children's Hospital); Dlugos, Dennis J (Children's Hospital of Philadelphia); Harini, Chellamani (Boston Children's Hospital); Hussain, Shaun A (University of California, Los Angeles); Joshi, Sucheta M (University of Michigan); Keator, Cynthia G (Cook Children's Medical Center); Knupp, Kelly G (Children's Hospital Colorado); McGoldrick, Patricia E (Boston Children’s Health Physicians); Nickels, Katherine C (Mayo Clinic); Park, Jun T (Rainbow Babies & Children's Hospital); Pasupuleti, Archana (Children’s National Health System); Patel, Anup D (Nationwide Children's Hospital); Shahid, Asim M (Rainbow Babies & Children's Hospital); Shellhaas, Renee A (University of Michigan); Shrey, Daniel W (Children's Hospital of Orange County); Singh, Rani K (Levine Children's Hospital); Wolf, Steven M (Boston Children’s Health Physicians); Yozawitz, Elissa G (); Yuskaitis, Christopher J (Boston Children's Hospital); Waugh, Jeff L (The University of Texas Southwestern Medical Center); Pearl, Phillip L (Boston Children's Hospital)","Stanford University; University of Iowa Hospitals and Clinics; University of Michigan; Akron Children's Hospital; Children's Hospital of Orange County; Rainbow Babies & Children's Hospital; Cornell University; Levine Children's Hospital; University of California, Los Angeles; Children's Hospital Colorado; Boston Children's Hospital; Mayo Clinic; Boston Children’s Health Physicians; Children's Hospital of Philadelphia; Nationwide Children's Hospital; The University of Texas Southwestern Medical Center; Cook Children's Medical Center; Children’s National Health System",grid.168010.e; grid.412584.e; grid.214458.e; grid.413473.6; grid.414164.2; grid.415629.d; grid.5386.8; grid.415907.e; grid.19006.3e; grid.413957.d; grid.2515.3; grid.66875.3a; grid.476907.b; grid.239552.a; grid.240344.5; grid.267313.2; grid.413584.f; grid.239560.b,United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States,,0,0,,,,https://journals.sagepub.com/doi/pdf/10.1177/0883073820933739,https://app.dimensions.ai/details/publication/pub.1128720186,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-06-23
3,pub.1128693219,10.1017/ice.2020.303,32571447,,Policies and Practices of SHEA Research Network Hospitals during the COVID-19 Pandemic.,Blank,Blank,Infection Control and Hospital Epidemiology,,,2020-06-23,2020,,,1-38,All OA; Gold,Article,"Calderwood, Michael S; Deloney, Valerie M; Anderson, Deverick; Cheng, Vincent Chi-Chung; Gohil, Shruti; Kwon, Jennie H; Mody, Lona; Monsees, Elizabeth; Vaughn, Valerie M; Wiemken, Timothy L; Ziegler, Matthew J; Lofgren, Eric",Blank,,"Calderwood, Michael S (Dartmouth–Hitchcock Medical Center); Deloney, Valerie M (Society for Healthcare Epidemiology of America); Anderson, Deverick (Duke University); Cheng, Vincent Chi-Chung (Queen Mary Hospital); Gohil, Shruti (University of California, Irvine); Kwon, Jennie H (Washington University in St. Louis); Mody, Lona (VA Ann Arbor Healthcare System); Monsees, Elizabeth (Children's Mercy Hospital); Vaughn, Valerie M (VA Ann Arbor Healthcare System); Wiemken, Timothy L (Saint Louis University); Ziegler, Matthew J (University of Pennsylvania); Lofgren, Eric (Washington State University)","Duke University; Children's Mercy Hospital; Queen Mary Hospital; Society for Healthcare Epidemiology of America; Dartmouth–Hitchcock Medical Center; Washington University in St. Louis; University of Pennsylvania; Saint Louis University; Washington State University; VA Ann Arbor Healthcare System; University of California, Irvine",grid.26009.3d; grid.239559.1; grid.415550.0; grid.489757.0; grid.413480.a; grid.4367.6; grid.25879.31; grid.262962.b; grid.30064.31; grid.413800.e; grid.266093.8,United States; United States; China; United States; United States; United States; United States; United States; United States; United States; United States,,0,0,,,51,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/66D469C6C31011DE9F97A9A4E6772C80/S0899823X20003037a.pdf/div-class-title-policies-and-practices-of-shea-research-network-hospitals-during-the-covid-19-pandemic-div.pdf,https://app.dimensions.ai/details/publication/pub.1128693219,11 Medical and Health Sciences,,Blank,Blank,2020-06-23
2,pub.1128586752,10.1001/jama.2020.9283,32573673,,Laughter Leaves Me Lighter,Blank,Blank,JAMA,,,2020-06-23,2020,323,24,2476-2477,All OA; Gold,Article,"Fessell, David",Blank,"Fessell, David (University of Michigan)","Fessell, David (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,43,https://jamanetwork.com/journals/jama/articlepdf/2767333/jama_fessell_2020_po_200061.pdf,https://app.dimensions.ai/details/publication/pub.1128586752,11 Medical and Health Sciences,,Blank,Blank,2020-06-23
2,pub.1128700639,10.1177/2043820620934310,,,"Structural inequality in the time of COVID-19: Urbanization, segregation, and pandemic control in sub-Saharan Africa",Blank,Blank,Dialogues in Human Geography,,,2020-06-22,2020,,,204382062093431,Closed,Article,"Finn, Brandon M; Kobayashi, Lindsay C",Blank,,"Finn, Brandon M (Harvard University); Kobayashi, Lindsay C (University of Michigan)",Harvard University; University of Michigan,grid.38142.3c; grid.214458.e,United States; United States,,0,0,,,11,,https://app.dimensions.ai/details/publication/pub.1128700639,16 Studies in Human Society; 1604 Human Geography; 1608 Sociology; 05 Environmental Sciences; 0502 Environmental Science and Management,10 Reduced Inequalities,Blank,Blank,2020-06-22
94,pub.1128635848,10.1002/hed.26345,32562325,,COVID‐19 pandemic and health care disparities in head and neck cancer: Scanning the horizon,Blank,Blank,Head & Neck,,,2020-06-20,2020,,,,Closed,Article,"Graboyes, Evan; Cramer, John; Balakrishnan, Karthik; Cognetti, David M.; López‐Cevallos, Daniel; Almeida, John R.; Megwalu, Uchechukwu C.; Moore, Charles E.; Nathan, Cherie‐Ann; Spector, Matthew E.; Lewis, Carol M.; Brenner, Michael J.",Blank,,"Graboyes, Evan (Medical University of South Carolina); Cramer, John (Wayne State University); Balakrishnan, Karthik (Stanford University); Cognetti, David M. (Thomas Jefferson University); López‐Cevallos, Daniel (Oregon State University); Almeida, John R. (); Megwalu, Uchechukwu C. (Stanford University); Moore, Charles E. (Emory University); Nathan, Cherie‐Ann (Louisiana State University Health Sciences Center Shreveport); Spector, Matthew E. (University of Michigan); Lewis, Carol M. (The University of Texas MD Anderson Cancer Center); Brenner, Michael J. (University of Michigan)",Oregon State University; Medical University of South Carolina; Thomas Jefferson University; The University of Texas MD Anderson Cancer Center; Emory University; Stanford University; Louisiana State University Health Sciences Center Shreveport; Wayne State University; University of Michigan,grid.4391.f; grid.259828.c; grid.265008.9; grid.240145.6; grid.189967.8; grid.168010.e; grid.411417.6; grid.254444.7; grid.214458.e,United States; United States; United States; United States; United States; United States; United States; United States; United States,Doris Duke Charitable Foundation; National Cancer Institute,0,0,,,1,,https://app.dimensions.ai/details/publication/pub.1128635848,1117 Public Health and Health Services; 11 Medical and Health Sciences,3 Good Health and Well Being,Blank,Blank,2020-06-20
