Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Author,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,Sustainable Development Goals,Publication Date (print),Publication Date (online),Publication Date
33,pub.1127758607,10.21203/rs.3.rs-27790/v1,,,"Prognostic Value of Baseline Clinical and HRCT Findings in 101 Patients with Severe COVID-19 in Wuhan, China",Blank,Blank,Research Square,,,2020-05-20,2020,,,,"All OA; Green, Published",Preprint,"Cao, Yukun; Han, Xiaoyu; Gu, Jin; Li, Yumin; Liu, Jia; Alwalid, Osamah; Cui, Yue; Zhang, Xin; Zheng, Chuansheng; Fan, Yanqing; Wu, Hanping; Shi, Heshui",Blank,,"Cao, Yukun (Wuhan Union Hospital); Han, Xiaoyu (Wuhan Union Hospital); Gu, Jin (Wuhan Union Hospital); Li, Yumin (Wuhan Union Hospital); Liu, Jia (Wuhan Union Hospital); Alwalid, Osamah (Wuhan Union Hospital); Cui, Yue (Wuhan Union Hospital); Zhang, Xin (Wuhan Union Hospital); Zheng, Chuansheng (Wuhan Union Hospital); Fan, Yanqing (Wuhan Union Hospital); Wu, Hanping (University of Michigan); Shi, Heshui (Wuhan Union Hospital)",University of Michigan; Wuhan Union Hospital,grid.214458.e; grid.412839.5,United States; China,,0,0,,,,https://www.researchsquare.com/article/rs-27790/v1.pdf,https://app.dimensions.ai/details/publication/pub.1127758607,1117 Public Health and Health Services; 11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-05-20
6,pub.1127770535,10.1097/sla.0000000000004033,32433294,PMC7268844,COVID-19 & the Residency Match: The Added Importance of Mentoring.,Blank,Blank,Annals of Surgery,,,2020-05-20,2020,Publish Ahead of Print,,,All OA; Gold,Article,"Rodoni, Bridger M; Eyrich, Nicholas W; Fessell, David P",Blank,,"Rodoni, Bridger M (University of Michigan); Eyrich, Nicholas W (University of Michigan); Fessell, David P (University of Michigan; Michigan Medicine)",University of Michigan; Michigan Medicine,grid.214458.e; grid.412590.b,United States; United States,,0,0,,,,https://journals.lww.com/annalsofsurgery/Citation/9000/COVID_19___the_Residency_Match__The_Added.94506.aspx,https://app.dimensions.ai/details/publication/pub.1127770535,11 Medical and Health Sciences,,Blank,Blank,2020-05-20
4,pub.1126053663,10.1212/wnl.0000000000009496,32238504,,Neurologists and Covid-19: A note on courage in a time of uncertainty,Blank,Blank,Neurology,,"Betacoronavirus; Clinical Competence; Clinical Decision-Making; Coronavirus Infections; Courage; Health Priorities; Humans; Neurologists; Neurology; Pandemics; Patient Care; Physician's Role; Physician-Patient Relations; Pneumonia, Viral; Professional Practice; Uncertainty",2020-05-19,2020,94,20,10.1212/wnl.0000000000009496,All OA; Gold,Article,"Shellhaas, Renée A",Blank,,"Shellhaas, Renée A (University of Michigan)",University of Michigan,grid.214458.e,United States,,4,4,,,29,https://n.neurology.org/content/neurology/94/20/855.full.pdf,https://app.dimensions.ai/details/publication/pub.1126053663,11 Medical and Health Sciences; 17 Psychology and Cognitive Sciences; 1103 Clinical Sciences; 1109 Neurosciences; 1702 Cognitive Sciences,,Blank,Blank,2020-05-19
40,pub.1127698828,10.21203/rs.3.rs-28753/v1,,,"Epidemiological,clinical and radiological findings in medical staff with COVID-19 in Wuhan, China: a single-centered, retrospective cohort study",Blank,Blank,Research Square,,,2020-05-18,2020,,,,"All OA; Green, Published",Preprint,"Liu, Jie; Ouyang, Liu; Guo, Pi; Wu, Haisheng; Fu, Peng; Chen, Yuliang; Yang, Dan; Han, Xiaoyu; Cao, Yukun; Alwalid, Osamah; Wu, Hanping; Shi, Heshui; Yang, Fan; Hu, Yu; Zheng, Chuansheng",Blank,,"Liu, Jie (Wuhan Union Hospital); Ouyang, Liu (Wuhan Union Hospital); Guo, Pi (Shantou University Medical College); Wu, Haisheng (Shantou University Medical College); Fu, Peng (Huazhong University of Science and Technology); Chen, Yuliang (Shantou University Medical College); Yang, Dan (Wuhan Union Hospital); Han, Xiaoyu (Wuhan Union Hospital); Cao, Yukun (Wuhan Union Hospital); Alwalid, Osamah (Wuhan Union Hospital); Wu, Hanping (University of Michigan); Shi, Heshui (Wuhan Union Hospital); Yang, Fan (Wuhan Union Hospital); Hu, Yu (Wuhan Union Hospital); Zheng, Chuansheng (Huazhong University of Science and Technology)",University of Michigan; Wuhan Union Hospital; Huazhong University of Science and Technology; Shantou University Medical College,grid.214458.e; grid.412839.5; grid.33199.31; grid.411679.c,United States; China; China; China,,0,0,,,2,https://www.researchsquare.com/article/rs-28753/v1.pdf,https://app.dimensions.ai/details/publication/pub.1127698828,1117 Public Health and Health Services; 11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-05-18
27,pub.1127695257,10.1101/2020.05.11.20098459,,,"Distinct systems serology features in children, elderly and COVID patients",Blank,Blank,medRxiv,,,2020-05-18,2020,,,2020.05.11.20098459,"All OA; Green, Published",Article,"Selva, Kevin J.; van de Sandt, Carolien E.; Lemke, Melissa M.; Lee, Christina Y.; Shoffner, Suzanne K.; Chua, Brendon Y.; Nguyen, Thi H.O.; Rowntree, Louise C.; Hensen, Luca; Koutsakos, Marios; Wong, Chinn Yi; Jackson, David C.; Flanagan, Katie L.; Crowe, Jane; Cheng, Allen C.; Doolan, Denise L.; Amanat, Fatima; Krammer, Florian; Chappell, Keith; Modhiran, Naphak; Watterson, Daniel; Young, Paul; Wines, Bruce; Hogarth, P. Mark; Esterbauer, Robyn; Kelly, Hannah G.; Tan, Hyon-Xhi; Juno, Jennifer A.; Wheatley, Adam K.; Kent, Stephen J.; Arnold, Kelly B.; Kedzierska, Katherine; Chung, Amy W.",Blank,,"Selva, Kevin J. (University of Melbourne); van de Sandt, Carolien E. (University of Melbourne); Lemke, Melissa M. (University of Michigan); Lee, Christina Y. (University of Michigan); Shoffner, Suzanne K. (University of Michigan); Chua, Brendon Y. (University of Melbourne); Nguyen, Thi H.O. (University of Melbourne); Rowntree, Louise C. (University of Melbourne); Hensen, Luca (University of Melbourne); Koutsakos, Marios (University of Melbourne); Wong, Chinn Yi (University of Melbourne); Jackson, David C. (University of Melbourne); Flanagan, Katie L. (); Crowe, Jane (); Cheng, Allen C. (Monash University); Doolan, Denise L. (James Cook University); Amanat, Fatima (Icahn School of Medicine at Mount Sinai); Krammer, Florian (Icahn School of Medicine at Mount Sinai); Chappell, Keith (University of Queensland); Modhiran, Naphak (University of Queensland); Watterson, Daniel (University of Melbourne); Young, Paul (University of Queensland); Wines, Bruce (University of Melbourne); Hogarth, P. Mark (Burnet Institute); Esterbauer, Robyn (University of Melbourne); Kelly, Hannah G. (University of Melbourne); Tan, Hyon-Xhi (University of Melbourne); Juno, Jennifer A. (University of Melbourne); Wheatley, Adam K. (University of Melbourne); Kent, Stephen J. (University of Melbourne); Arnold, Kelly B. (University of Michigan); Kedzierska, Katherine (University of Melbourne); Chung, Amy W. (University of Melbourne)",University of Michigan; Icahn School of Medicine at Mount Sinai; University of Melbourne; University of Queensland; James Cook University; Burnet Institute; Monash University,grid.214458.e; grid.59734.3c; grid.1008.9; grid.1003.2; grid.1011.1; grid.1056.2; grid.1002.3,United States; United States; Australia; Australia; Australia; Australia; Australia,,1,1,,,75,https://www.medrxiv.org/content/medrxiv/early/2020/05/18/2020.05.11.20098459.full.pdf,https://app.dimensions.ai/details/publication/pub.1127695257,11 Medical and Health Sciences; 1107 Immunology,3 Good Health and Well Being,Blank,Blank,2020-05-18
31,pub.1127623001,10.1007/s12350-020-02123-2,32415626,PMC7227175,Guidance and best practices for nuclear cardiology laboratories during the coronavirus disease 2019 (COVID-19) pandemic: An Information Statement from ASNC and SNMMI,Blank,Blank,Journal of Nuclear Cardiology,,,2020-05-15,2020,,,1-8,All OA; Gold,Article,"Skali, Hicham; Murthy, Venkatesh L.; Al-Mallah, Mouaz H.; Bateman, Tim M.; Beanlands, Rob; Better, Nathan; Calnon, Dennis A.; Dilsizian, Vasken; Gimelli, Alessia; Pagnanelli, Robert; Polk, Donna M.; Soman, Prem; Thompson, Randall C.; Einstein, Andrew J.; Dorbala, Sharmila",Blank,"Dorbala, Sharmila (Harvard University)","Skali, Hicham (Harvard University); Murthy, Venkatesh L. (University of Michigan); Al-Mallah, Mouaz H. (Houston Methodist); Bateman, Tim M. (); Beanlands, Rob (University of Ottawa); Better, Nathan (University of Melbourne); Calnon, Dennis A. (); Dilsizian, Vasken (University of Maryland, Baltimore); Gimelli, Alessia (Fondazione Toscana Gabriele Monasterio); Pagnanelli, Robert (Duke University Health System); Polk, Donna M. (Harvard University); Soman, Prem (University of Pittsburgh Medical Center); Thompson, Randall C. (); Einstein, Andrew J. (NewYork–Presbyterian Hospital); Dorbala, Sharmila (Harvard University)","University of Michigan; Duke University Health System; University of Maryland, Baltimore; Fondazione Toscana Gabriele Monasterio; University of Ottawa; University of Melbourne; Harvard University; Houston Methodist; NewYork–Presbyterian Hospital; University of Pittsburgh Medical Center",grid.214458.e; grid.412100.6; grid.411024.2; grid.452599.6; grid.28046.38; grid.1008.9; grid.38142.3c; grid.63368.38; grid.413734.6; grid.412689.0,United States; United States; United States; Italy; Canada; Australia; United States; United States; United States; United States,Siemens (Germany),1,1,,,10,https://link.springer.com/content/pdf/10.1007/s12350-020-02123-2.pdf,https://app.dimensions.ai/details/publication/pub.1127623001,1102 Cardiorespiratory Medicine and Haematology; 11 Medical and Health Sciences,,Blank,Blank,2020-05-15
29,pub.1127447768,10.1111/jgs.16534,32383773,PMC7267610,Uptake of Virtual Visits in A Geriatric Primary Care Clinic During the COVID‐19 Pandemic,Blank,Blank,Journal of the American Geriatrics Society,,,2020-05-15,2020,,,,All OA; Gold,Article,"Dewar, Shenbagam; Lee, Pearl G.; Suh, Theodore T.; Min, Lillian",Blank,,"Dewar, Shenbagam (University of Michigan); Lee, Pearl G. (University of Michigan); Suh, Theodore T. (University of Michigan); Min, Lillian (University of Michigan)",University of Michigan,grid.214458.e,United States,,1,1,,,26,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jgs.16534,https://app.dimensions.ai/details/publication/pub.1127447768,11 Medical and Health Sciences,,Blank,Blank,2020-05-15
27,pub.1127647888,10.2967/jnumed.120.246686,32414947,,Guidance and best practices for nuclear cardiology laboratories during the coronavirus disease 2019 (COVID-19) pandemic: An Information Statement from ASNC and SNMMI,Blank,Blank,Journal of Nuclear Medicine,,,2020-05-15,2020,,,jnumed.120.246686,"All OA; Green, Accepted & Submitted",Article,"Skali, Hicham; Murthy, Venkatesh L; Al-Mallah, Mouaz H; Bateman, Tim M; Beanlands, Rob; Better, Nathan; Calnon, Dennis A; Dilsizian, Vasken; Gimelli, Alessia; Pagnanelli, Robert; Polk, Donna M; Soman, Prem; Thompson, Randall C; Einstein, Andrew J; Dorbala, Sharmila",Blank,,"Skali, Hicham (Harvard University); Murthy, Venkatesh L (University of Michigan); Al-Mallah, Mouaz H (); Bateman, Tim M (Saint Luke's Health System); Beanlands, Rob (University of Ottawa); Better, Nathan (University of Melbourne); Calnon, Dennis A (); Dilsizian, Vasken (University of Maryland, Baltimore); Gimelli, Alessia (Fondazione Toscana Gabriele Monasterio); Pagnanelli, Robert (Duke University Health System); Polk, Donna M (Harvard University); Soman, Prem (University of Pittsburgh Medical Center); Thompson, Randall C (Saint Luke's Health System); Einstein, Andrew J (NewYork–Presbyterian Hospital); Dorbala, Sharmila (Harvard University)","University of Michigan; University of Maryland, Baltimore; Saint Luke's Health System; University of Ottawa; University of Melbourne; Duke University Health System; NewYork–Presbyterian Hospital; University of Pittsburgh Medical Center; Harvard University; Fondazione Toscana Gabriele Monasterio",grid.214458.e; grid.411024.2; grid.419820.6; grid.28046.38; grid.1008.9; grid.412100.6; grid.413734.6; grid.412689.0; grid.38142.3c; grid.452599.6,United States; United States; United States; Canada; Australia; United States; United States; United States; United States; Italy,,2,2,,,1,https://zenodo.org/record/3738020/files/COVID-19%20ASNC%20SNMMI%20Preprint.pdf,https://app.dimensions.ai/details/publication/pub.1127647888,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-05-15
10,pub.1127656982,10.1177/1090198120929985,32408770,,Moving Health Education and Behavior Upstream: Lessons From COVID-19 for Addressing Structural Drivers of Health Inequities.,Blank,Blank,Health Education & Behavior,,,2020-05-14,2020,,,1090198120929985,All OA; Gold,Article,"Schulz, Amy J; Mehdipanah, Roshanak; Chatters, Linda M; Reyes, Angela G; Neblett, Enrique W; Israel, Barbara A",Blank,,"Schulz, Amy J (University of Michigan); Mehdipanah, Roshanak (University of Michigan); Chatters, Linda M (University of Michigan); Reyes, Angela G (); Neblett, Enrique W (University of Michigan); Israel, Barbara A (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,10,https://journals.sagepub.com/doi/pdf/10.1177/1090198120929985,https://app.dimensions.ai/details/publication/pub.1127656982,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-05-14
136,pub.1127578332,10.1101/2020.05.09.20096511,32511461,,"SARS-CoV-2 receptor networks in diabetic kidney disease, BK-Virus nephropathy and COVID-19 associated acute kidney injury",Blank,Blank,medRxiv,,,2020-05-13,2020,,,2020.05.09.20096511,"All OA; Green, Published",Article,"Menon, Rajasree; Otto, Edgar A; Sealfon, Rachel; Nair, Viji; Wong, Aaron K; Theesfeld, Chandra L; Chen, Xi; Wang, Yuan; Boppanna, Avinash; Kasson, Peter M; Schaub, Jennifer A; Berthier, Celine C; Eddy, Sean; Lienczewski, Chrysta C; Godfrey, Bradley; Dagenais, Susan L; Sohaney, Ryann; Hartman, John; Fermin, Damian; Subramanian, Lalita; Looker, Helen C; Mariani, Laura H; Naik, Abhijit S; Nelson, Robert G; Troyanskaya, Olga G.; Kretzler, Matthias",Blank,,"Menon, Rajasree (University of Michigan); Otto, Edgar A (University of Michigan); Sealfon, Rachel (); Nair, Viji (University of Michigan); Wong, Aaron K (); Theesfeld, Chandra L (Princeton University); Chen, Xi (); Wang, Yuan (Princeton University); Boppanna, Avinash (Princeton University); Kasson, Peter M (University of Virginia); Schaub, Jennifer A (University of Michigan); Berthier, Celine C (University of Michigan); Eddy, Sean (University of Michigan); Lienczewski, Chrysta C (University of Michigan); Godfrey, Bradley (University of Michigan); Dagenais, Susan L (University of Michigan); Sohaney, Ryann (University of Michigan); Hartman, John (University of Michigan); Fermin, Damian (University of Michigan); Subramanian, Lalita (University of Michigan); Looker, Helen C (); Mariani, Laura H (University of Michigan); Naik, Abhijit S (University of Michigan); Nelson, Robert G (National Institute of Diabetes and Digestive and Kidney Diseases); Troyanskaya, Olga G. (Princeton University); Kretzler, Matthias (University of Michigan)",National Institute of Diabetes and Digestive and Kidney Diseases; University of Michigan; University of Virginia; Princeton University,grid.419635.c; grid.214458.e; grid.27755.32; grid.16750.35,United States; United States; United States; United States,,0,0,,,13,https://www.medrxiv.org/content/medrxiv/early/2020/05/13/2020.05.09.20096511.full.pdf,https://app.dimensions.ai/details/publication/pub.1127578332,11 Medical and Health Sciences; 1103 Clinical Sciences,3 Good Health and Well Being,Blank,Blank,2020-05-13
29,pub.1127554731,10.1080/15265161.2020.1764134,32400291,,Should Extremely Premature Babies Get Ventilators During the COVID-19 Crisis?,Blank,Blank,The American Journal of Bioethics,,,2020-05-13,2020,,,1-7,All OA; Gold,Article,"Haward, Marlyse F; Janvier, Annie; Moore, Gregory P; Laventhal, Naomi; Fry, Jessica T; Lantos, John",Blank,,"Haward, Marlyse F (Albert Einstein College of Medicine); Janvier, Annie (University of Montreal); Moore, Gregory P (Children's Hospital of Eastern Ontario; University of Ottawa); Laventhal, Naomi (University of Michigan); Fry, Jessica T (Northwestern University); Lantos, John (Children's Mercy Hospital)",University of Michigan; University of Ottawa; Albert Einstein College of Medicine; Northwestern University; University of Montreal; Children's Mercy Hospital; Children's Hospital of Eastern Ontario,grid.214458.e; grid.28046.38; grid.251993.5; grid.16753.36; grid.14848.31; grid.239559.1; grid.414148.c,United States; Canada; United States; United States; Canada; United States; Canada,,0,0,,,2,https://www.tandfonline.com/doi/pdf/10.1080/15265161.2020.1764134?needAccess=true,https://app.dimensions.ai/details/publication/pub.1127554731,11 Medical and Health Sciences; 1114 Paediatrics and Reproductive Medicine,3 Good Health and Well Being,Blank,Blank,2020-05-13
11,pub.1127657245,10.1038/s41585-020-0336-6,32411305,,Telehealth in urology after the COVID-19 pandemic.,Blank,Blank,Nature Reviews Urology,,,2020-05-13,2020,,,1-2,All OA; Gold,Article,"Gadzinski, Adam J; Ellimoottil, Chad",Blank,,"Gadzinski, Adam J (University of Washington); Ellimoottil, Chad (University of Michigan; University of Michigan)",University of Michigan; University of Washington,grid.214458.e; grid.34477.33,United States; United States,,0,0,,,11,https://www.nature.com/articles/s41585-020-0336-6.pdf,https://app.dimensions.ai/details/publication/pub.1127657245,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-05-13
7,pub.1127547220,10.1038/s41585-020-0336-6,32405032,PMC7220589,Telehealth in urology after the COVID-19 pandemic,Blank,Blank,Nature Reviews Urology,,,2020-05-13,2020,,,1-2,All OA; Gold,Article,"Gadzinski, Adam J.; Ellimoottil, Chad",Blank,"Ellimoottil, Chad (University of Michigan; University of Michigan)","Gadzinski, Adam J. (University of Washington); Ellimoottil, Chad (University of Michigan; University of Michigan)",University of Washington; University of Michigan,grid.34477.33; grid.214458.e,United States; United States,,1,1,,,11,https://www.nature.com/articles/s41585-020-0336-6.pdf,https://app.dimensions.ai/details/publication/pub.1127547220,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-05-13
20,pub.1127522058,10.1177/0194599820927002,32393105,,Airway Management for Endoscopic Laryngotracheal Stenosis Surgery During COVID-19.,Blank,Blank,Otolaryngology,,,2020-05-12,2020,,,194599820927002,All OA; Gold,Article,"Prince, Andrew D P; Cloyd, Benjamin H; Hogikyan, Norman D; Schechtman, Samuel A; Kupfer, Robbi A",Blank,,"Prince, Andrew D P (University of Michigan); Cloyd, Benjamin H (University of Michigan); Hogikyan, Norman D (University of Michigan; University of Michigan); Schechtman, Samuel A (University of Michigan); Kupfer, Robbi A (University of Michigan)",University of Michigan,grid.214458.e,United States,,2,2,,,,https://journals.sagepub.com/doi/pdf/10.1177/0194599820927002,https://app.dimensions.ai/details/publication/pub.1127522058,1102 Cardiorespiratory Medicine and Haematology; 11 Medical and Health Sciences,,Blank,Blank,2020-05-12
7,pub.1127516456,10.1111/hae.14044,32397000,PMC7272827,The role of telemedicine in the delivery of healthcare in the COVID‐19 Pandemic,Blank,Blank,Haemophilia,,,2020-05-12,2020,,,,All OA; Gold,Article,"Valentino, Leonard.A.; Skinner, Mark W.; Pipe, Steven",Blank,,"Valentino, Leonard.A. (National Hemophilia Foundation; Rush University); Skinner, Mark W. (McMaster University); Pipe, Steven (University of Michigan)",University of Michigan; McMaster University; Rush University; National Hemophilia Foundation,grid.214458.e; grid.25073.33; grid.262743.6; grid.422264.4,United States; Canada; United States; United States,,1,1,,,14,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/hae.14044,https://app.dimensions.ai/details/publication/pub.1127516456,1117 Public Health and Health Services; 11 Medical and Health Sciences,3 Good Health and Well Being,Blank,Blank,2020-05-12
4,pub.1127578227,10.1097/prs.0000000000007144,32404735,,"Responding to the COVID-19 crisis: if not now, then when?",Blank,Blank,Plastic & Reconstructive Surgery,,,2020-05-12,2020,Publish Ahead of Print,,,All OA; Gold,Article,"Ganesh Kumar, Nishant; Garfein, Evan S; Cederna, Paul S; Vercler, Christian J",Blank,,"Ganesh Kumar, Nishant (University of Michigan); Garfein, Evan S (Montefiore Medical Center); Cederna, Paul S (University of Michigan); Vercler, Christian J (University of Michigan)",University of Michigan; Montefiore Medical Center,grid.214458.e; grid.240283.f,United States; United States,,0,0,,,1,"https://journals.lww.com/plasreconsurg/Citation/9000/Responding_to_the_COVID_19_crisis__if_not_now,.96929.aspx",https://app.dimensions.ai/details/publication/pub.1127578227,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-05-12
43,pub.1127482264,10.1093/cid/ciaa560,32392334,PMC7239254,COVID-19 Clinical Trial Oversight at a Major Academic Medical Center: Approach of the Michigan Medicine COVID-19 Clinical Trial Committees,Blank,Blank,Clinical Infectious Diseases,,,2020-05-11,2020,,,ciaa560-,All OA; Gold,Article,"Spector-Bagdady, Kayte; Higgins, Peter D R; Lok, Anna S",Blank,,"Spector-Bagdady, Kayte (University of Michigan); Higgins, Peter D R (University of Michigan); Lok, Anna S (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,2,https://academic.oup.com/cid/advance-article-pdf/doi/10.1093/cid/ciaa560/33203257/ciaa560.pdf,https://app.dimensions.ai/details/publication/pub.1127482264,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-05-11
42,pub.1127507004,10.1101/2020.05.06.20093658,,,Disinfection effect of pulsed xenon ultraviolet irradiation on SARS-CoV-2 and implications for environmental risk of COVID-19 transmission,Blank,Blank,medRxiv,,,2020-05-11,2020,,,2020.05.06.20093658,"All OA; Green, Published",Article,"Simmons, Sarah; Carrion, Ricardo; Alfson, Kendra; Staples, Hilary; Jinadatha, Chetan; Jarvis, William; Sampathkumar, Priya; Chemaly, Roy; Khawaja, Fareed; Povroznik, Mark; Jackson, Stephanie; Kaye, Keith; Rodriguez, Robert; Stibich, Mark",Blank,,"Simmons, Sarah (); Carrion, Ricardo (Texas Biomedical Research Institute); Alfson, Kendra (Texas Biomedical Research Institute); Staples, Hilary (Texas Biomedical Research Institute); Jinadatha, Chetan (); Jarvis, William (); Sampathkumar, Priya (Mayo Clinic); Chemaly, Roy (The University of Texas MD Anderson Cancer Center); Khawaja, Fareed (The University of Texas MD Anderson Cancer Center); Povroznik, Mark (United Hospital Center); Jackson, Stephanie (HonorHealth); Kaye, Keith (University of Michigan); Rodriguez, Robert (University of California, San Francisco); Stibich, Mark ()","HonorHealth; University of Michigan; University of California, San Francisco; United Hospital Center; Texas Biomedical Research Institute; The University of Texas MD Anderson Cancer Center; Mayo Clinic",grid.477855.c; grid.214458.e; grid.266102.1; grid.438982.c; grid.250889.e; grid.240145.6; grid.66875.3a,United States; United States; United States; United States; United States; United States; United States,,0,0,,,34,https://www.medrxiv.org/content/medrxiv/early/2020/05/11/2020.05.06.20093658.full.pdf,https://app.dimensions.ai/details/publication/pub.1127507004,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-05-11
15,pub.1127544560,10.1136/heartjnl-2020-317104,32398246,PMC7246096,Flattening the curve in COVID-19 using personalised protective equipment: lessons from air pollution,Blank,Blank,Heart,,,2020-05-11,2020,,,heartjnl-2020-317104,All OA; Gold,Article,"Rajagopaian, Sanjay; Huang, Sui; Brook, Robert D",Blank,"Rajagopaian, Sanjay (Case Western Reserve University)","Rajagopaian, Sanjay (Case Western Reserve University); Huang, Sui (Institute for Systems Biology); Brook, Robert D (University of Michigan)",University of Michigan; Institute for Systems Biology; Case Western Reserve University,grid.214458.e; grid.64212.33; grid.67105.35,United States; United States; United States,,1,1,,,4,https://heart.bmj.com/content/heartjnl/early/2020/05/11/heartjnl-2020-317104.full.pdf,https://app.dimensions.ai/details/publication/pub.1127544560,1102 Cardiorespiratory Medicine and Haematology; 11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-05-11
7,pub.1127518387,10.1101/2020.05.07.20083386,32511563,,"A Rapid Decrease in Stroke, Acute Coronary Syndrome, and Corresponding Interventions at 65 United States Hospitals Following Emergence of COVID-19",Blank,Blank,medRxiv,,,2020-05-11,2020,,,2020.05.07.20083386,"All OA; Green, Published",Article,"de Havenon, Adam; Ney, John; Callaghan, Brian; Delic, Alen; Hohmann, Sam; Shippey, Ernie; Yaghi, Shadi; Anadani, Mohammad; Esper, Gregory; Majersik, Jennifer",Blank,,"de Havenon, Adam (University of Utah); Ney, John (Boston University); Callaghan, Brian (University of Michigan); Delic, Alen (); Hohmann, Sam (); Shippey, Ernie (); Yaghi, Shadi (New York University); Anadani, Mohammad (Washington University in St. Louis); Esper, Gregory (Emory University); Majersik, Jennifer (University of Utah)",Boston University; University of Michigan; Washington University in St. Louis; Emory University; University of Utah; New York University,grid.189504.1; grid.214458.e; grid.4367.6; grid.189967.8; grid.223827.e; grid.137628.9,United States; United States; United States; United States; United States; United States,,0,0,,,125,https://www.medrxiv.org/content/medrxiv/early/2020/05/11/2020.05.07.20083386.full.pdf,https://app.dimensions.ai/details/publication/pub.1127518387,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-05-11
108,pub.1127473059,10.1021/acsinfecdis.0c00224,32388976,PMC7216760,COVID-19: Living through Another Pandemic.,Blank,Blank,ACS Infectious Diseases,,,2020-05-10,2020,,,,All OA; Gold,Article,"Osman, Essam Eldin A.; Toogood, Peter L.; Neamati, Nouri",Blank,,"Osman, Essam Eldin A. (University of Michigan; Cairo University); Toogood, Peter L. (University of Michigan); Neamati, Nouri (University of Michigan)",University of Michigan; Cairo University,grid.214458.e; grid.7776.1,United States; Egypt,,3,3,,,4,https://pubs.acs.org/doi/pdf/10.1021/acsinfecdis.0c00224,https://app.dimensions.ai/details/publication/pub.1127473059,1108 Medical Microbiology; 11 Medical and Health Sciences; 1103 Clinical Sciences,3 Good Health and Well Being,Blank,Blank,2020-05-10
80,pub.1127499180,10.1101/2020.05.06.20093070,32511540,,Neutrophil calprotectin identifies severe pulmonary disease in COVID-19,Blank,Blank,medRxiv,,,2020-05-10,2020,,,2020.05.06.20093070,"All OA; Green, Published",Article,"Shi, Hui; Zuo, Yu; Yalavarthi, Srilakshmi; Gockman, Kelsey; Zuo, Melanie; Madison, Jacqueline A.; Blair, Christopher N.; Woodard, Wrenn; Lezak, Sean P.; Lugogo, Njira L.; Woods, Robert J.; Lood, Christian; Knight, Jason S.; Kanthi, Yogendra",Blank,,"Shi, Hui (University of Michigan); Zuo, Yu (University of Michigan); Yalavarthi, Srilakshmi (University of Michigan); Gockman, Kelsey (University of Michigan); Zuo, Melanie (University of Michigan); Madison, Jacqueline A. (University of Michigan); Blair, Christopher N. (University of Michigan); Woodard, Wrenn (University of Michigan); Lezak, Sean P. (University of Michigan); Lugogo, Njira L. (University of Michigan); Woods, Robert J. (University of Michigan); Lood, Christian (University of Michigan); Knight, Jason S. (University of Michigan); Kanthi, Yogendra (University of Michigan)",University of Michigan,grid.214458.e,United States,,1,1,,,19,https://www.medrxiv.org/content/medrxiv/early/2020/05/17/2020.05.06.20093070.full.pdf,https://app.dimensions.ai/details/publication/pub.1127499180,1102 Cardiorespiratory Medicine and Haematology; 11 Medical and Health Sciences,,Blank,Blank,2020-05-10
63,pub.1127476143,10.12669/pjms.36.covid19-s4.2784,32582320,PMC7306946,Beyond transmission: Dire need for integration of nutrition interventions in COVID-19 pandemic-response strategies in Developing Countries like Pakistan,Blank,Blank,Pakistan Journal of Medical Sciences,,,2020-05-09,2020,36,COVID19-S4,s85-s89,All OA; Gold,Article,"Hakeem, Rubina; Sheikh, Muhammad Adil",Blank,,"Hakeem, Rubina (); Sheikh, Muhammad Adil (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,,http://www.pjms.org.pk/index.php/pjms/article/download/2784/562,https://app.dimensions.ai/details/publication/pub.1127476143,1117 Public Health and Health Services; 11 Medical and Health Sciences,2 Zero Hunger,Blank,Blank,2020-05-09
