Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Author,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,Sustainable Development Goals,Publication Date (print),Publication Date (online),Publication Date
8,pub.1127516456,10.1111/hae.14044,32397000,,The role of telemedicine in the delivery of healthcare in the COVID‐19 Pandemic,Blank,Blank,Haemophilia,,,2020-05-12,2020,,,,Closed,Article,"Valentino, Leonard.A.; Skinner, Mark W.; Pipe, Steven",Blank,,"Valentino, Leonard.A. (National Hemophilia Foundation; Rush University); Skinner, Mark W. (McMaster University); Pipe, Steven (University of Michigan)",Rush University; University of Michigan; National Hemophilia Foundation; McMaster University,grid.262743.6; grid.214458.e; grid.422264.4; grid.25073.33,United States; United States; United States; Canada,,0,0,,,14,,https://app.dimensions.ai/details/publication/pub.1127516456,1117 Public Health and Health Services; 11 Medical and Health Sciences,3 Good Health and Well Being,Blank,Blank,2020-05-12
8,pub.1127507209,10.1111/ctr.13897,32396979,,Practice change amidst the COVID‐19 pandemic: harnessing the momentum for expanding telehealth in transplant,Blank,Blank,Clinical Transplantation,,,2020-05-12,2020,,,,Closed,Article,"Santos‐Parker, KS; Santos‐Parker; Highet, A; Montgomery; Wakam, G; Sonnenday, CJ; Waits",Blank,,"Santos‐Parker, KS (University of Michigan); Santos‐Parker (University of Michigan); Highet, A (University of Michigan); Montgomery (University of Michigan); Wakam, G (University of Michigan); Sonnenday, CJ (University of Michigan); Waits (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1127507209,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-05-12
47,pub.1127482264,10.1093/cid/ciaa560,32392334,,COVID-19 Clinical Trial Oversight at a Major Academic Medical Center: Approach of the Michigan Medicine COVID-19 Clinical Trial Committees,Blank,Blank,Clinical Infectious Diseases,,,2020-05-11,2020,,,ciaa560-,Closed,Article,"Spector-Bagdady, Kayte; Higgins, Peter D R; Lok, Anna S",Blank,,"Spector-Bagdady, Kayte (University of Michigan); Higgins, Peter D R (University of Michigan); Lok, Anna S (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,2,,https://app.dimensions.ai/details/publication/pub.1127482264,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-05-11
43,pub.1127507004,10.1101/2020.05.06.20093658,,,Disinfection effect of pulsed xenon ultraviolet irradiation on SARS-CoV-2 and implications for environmental risk of COVID-19 transmission,Blank,Blank,medRxiv,,,2020-05-11,2020,,,2020.05.06.20093658,Closed,Article,"Simmons, Sarah; Carrion, Ricardo; Alfson, Kendra; Staples, Hilary; Jinadatha, Chetan; Jarvis, William; Sampathkumar, Priya; Chemaly, Roy; Khawaja, Fareed; Povroznik, Mark; Jackson, Stephanie; Kaye, Keith; Rodriguez, Robert; Stibich, Mark",Blank,,"Simmons, Sarah (); Carrion, Ricardo (Texas Biomedical Research Institute); Alfson, Kendra (Texas Biomedical Research Institute); Staples, Hilary (Texas Biomedical Research Institute); Jinadatha, Chetan (); Jarvis, William (); Sampathkumar, Priya (Mayo Clinic); Chemaly, Roy (The University of Texas MD Anderson Cancer Center); Khawaja, Fareed (The University of Texas MD Anderson Cancer Center); Povroznik, Mark (United Hospital Center); Jackson, Stephanie (HonorHealth); Kaye, Keith (University of Michigan); Rodriguez, Robert (University of California, San Francisco); Stibich, Mark ()","HonorHealth; Texas Biomedical Research Institute; The University of Texas MD Anderson Cancer Center; United Hospital Center; Mayo Clinic; University of Michigan; University of California, San Francisco",grid.477855.c; grid.250889.e; grid.240145.6; grid.438982.c; grid.66875.3a; grid.214458.e; grid.266102.1,United States; United States; United States; United States; United States; United States; United States,,0,0,,,3,,https://app.dimensions.ai/details/publication/pub.1127507004,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-05-11
16,pub.1127544560,10.1136/heartjnl-2020-317104,32398246,,Flattening the curve in COVID-19 using personalised protective equipment: lessons from air pollution,Blank,Blank,Heart,,,2020-05-11,2020,,,heartjnl-2020-317104,All OA; Gold,Article,"Rajagopaian, Sanjay; Huang, Sui; Brook, Robert D",Blank,"Rajagopaian, Sanjay (Case Western Reserve University)","Rajagopaian, Sanjay (Case Western Reserve University); Huang, Sui (Institute for Systems Biology); Brook, Robert D (University of Michigan)",University of Michigan; Case Western Reserve University; Institute for Systems Biology,grid.214458.e; grid.67105.35; grid.64212.33,United States; United States; United States,,0,0,,,2,https://heart.bmj.com/content/heartjnl/early/2020/05/11/heartjnl-2020-317104.full.pdf,https://app.dimensions.ai/details/publication/pub.1127544560,1102 Cardiorespiratory Medicine and Haematology; 11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-05-11
1,pub.1127518387,10.1101/2020.05.07.20083386,,,"A Rapid Decrease in Stroke, Acute Coronary Syndrome, and Corresponding Interventions at 65 United States Hospitals Following Emergence of COVID-19",Blank,Blank,medRxiv,,,2020-05-11,2020,,,2020.05.07.20083386,Closed,Article,"de Havenon, Adam; Ney, John; Callaghan, Brian; Delic, Alen; Hohmann, Sam; Shippey, Ernie; Yaghi, Shadi; Anadani, Mohammad; Esper, Gregory; Majersik, Jennifer",Blank,,"de Havenon, Adam (University of Utah); Ney, John (Boston University); Callaghan, Brian (University of Michigan); Delic, Alen (); Hohmann, Sam (); Shippey, Ernie (); Yaghi, Shadi (New York University); Anadani, Mohammad (Washington University in St. Louis); Esper, Gregory (Emory University); Majersik, Jennifer (University of Utah)",New York University; Washington University in St. Louis; University of Michigan; Emory University; University of Utah; Boston University,grid.137628.9; grid.4367.6; grid.214458.e; grid.189967.8; grid.223827.e; grid.189504.1,United States; United States; United States; United States; United States; United States,,0,0,,,128,,https://app.dimensions.ai/details/publication/pub.1127518387,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-05-11
115,pub.1127473059,10.1021/acsinfecdis.0c00224,32388976,PMC7216760,COVID-19: Living through Another Pandemic.,Blank,Blank,ACS Infectious Diseases,,,2020-05-10,2020,,,,All OA; Gold,Article,"Osman, Essam Eldin A.; Toogood, Peter L.; Neamati, Nouri",Blank,,"Osman, Essam Eldin A. (University of Michigan; Cairo University); Toogood, Peter L. (University of Michigan); Neamati, Nouri (University of Michigan)",Cairo University; University of Michigan,grid.7776.1; grid.214458.e,Egypt; United States,,0,0,,,5,https://pubs.acs.org/doi/pdf/10.1021/acsinfecdis.0c00224,https://app.dimensions.ai/details/publication/pub.1127473059,1108 Medical Microbiology; 11 Medical and Health Sciences; 1103 Clinical Sciences,3 Good Health and Well Being,Blank,Blank,2020-05-10
19,pub.1127499180,10.1101/2020.05.06.20093070,,,Neutrophil calprotectin identifies severe pulmonary disease in COVID-19,Blank,Blank,medRxiv,,,2020-05-10,2020,,,2020.05.06.20093070,Closed,Article,"Shi, Hui; Zuo, Yu; Yalavarthi, Srilakshmi; Gockman, Kelsey; Zuo, Melanie; Madison, Jacqueline A.; Blair, Christopher N.; Woods, Robert J.; Lood, Christian; Knight, Jason S.; Kanthi, Yogendra",Blank,,"Shi, Hui (University of Michigan); Zuo, Yu (University of Michigan); Yalavarthi, Srilakshmi (University of Michigan); Gockman, Kelsey (University of Michigan); Zuo, Melanie (University of Michigan); Madison, Jacqueline A. (University of Michigan); Blair, Christopher N. (University of Michigan); Woods, Robert J. (University of Michigan); Lood, Christian (University of Michigan); Knight, Jason S. (University of Michigan); Kanthi, Yogendra (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,21,,https://app.dimensions.ai/details/publication/pub.1127499180,1102 Cardiorespiratory Medicine and Haematology; 11 Medical and Health Sciences,,Blank,Blank,2020-05-10
13,pub.1127476143,10.12669/pjms.36.covid19-s4.2784,,,Beyond transmission: Dire need for integration of nutrition interventions in COVID-19 pandemic-response strategies in Developing Countries like Pakistan,Blank,Blank,Pakistan Journal of Medical Sciences,,,2020-05-09,2020,36,COVID19-S4,,All OA; Gold,Article,"Hakeem, Rubina; Sheikh, Muhammad Adil",Blank,,"Hakeem, Rubina (); Sheikh, Muhammad Adil (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,,http://www.pjms.org.pk/index.php/pjms/article/download/2784/562,https://app.dimensions.ai/details/publication/pub.1127476143,1117 Public Health and Health Services; 11 Medical and Health Sciences,2 Zero Hunger,Blank,Blank,2020-05-09
15,pub.1127447768,10.1111/jgs.16534,32383773,,Uptake of Virtual Visits in A Geriatric Primary Care Clinic During the COVID‐19 Pandemic,Blank,Blank,Journal of the American Geriatrics Society,,,2020-05-08,2020,,,,All OA; Gold,Article,"Dewar, Shenbagam; Lee, Pearl G.; Suh, Theodore T.; Min, Lillian",Blank,,"Dewar, Shenbagam (University of Michigan); Lee, Pearl G. (University of Michigan); Suh, Theodore T. (University of Michigan); Min, Lillian (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,11,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jgs.16534,https://app.dimensions.ai/details/publication/pub.1127447768,11 Medical and Health Sciences,,Blank,Blank,2020-05-08
7,pub.1127449069,10.1002/hed.26252,32383550,,Advanced head and neck surgery training during the COVID‐19 pandemic,Blank,Blank,Head & Neck,,,2020-05-08,2020,,,,Closed,Article,"Givi, Babak; Moore, Michael G.; Bewley, Arnaud F.; Coffey, Charles S.; Cohen, Marc A.; Hessel, Amy C.; Jalisi, Scharukh; Kang, Steven; Newman, Jason G.; Puscas, Liana; Shindo, Maisie; Shuman, Andrew; Thakkar, Punam; Weed, Donald T.; Chalian, Ara",Blank,,"Givi, Babak (New York University); Moore, Michael G. (Indiana University – Purdue University Indianapolis); Bewley, Arnaud F. (University of California, Davis); Coffey, Charles S. (University of California, San Diego); Cohen, Marc A. (Memorial Sloan Kettering Cancer Center); Hessel, Amy C. (The University of Texas MD Anderson Cancer Center); Jalisi, Scharukh (Beth Israel Deaconess Medical Center); Kang, Steven (The Ohio State University); Newman, Jason G. (University of Pennsylvania); Puscas, Liana (Duke University); Shindo, Maisie (Oregon Health & Science University); Shuman, Andrew (University of Michigan); Thakkar, Punam (George Washington University); Weed, Donald T. (University of Miami); Chalian, Ara (University of Pennsylvania)","George Washington University; Indiana University – Purdue University Indianapolis; University of Miami; University of California, San Diego; The Ohio State University; University of California, Davis; The University of Texas MD Anderson Cancer Center; University of Pennsylvania; University of Michigan; Beth Israel Deaconess Medical Center; Duke University; New York University; Oregon Health & Science University; Memorial Sloan Kettering Cancer Center",grid.253615.6; grid.257413.6; grid.26790.3a; grid.266100.3; grid.261331.4; grid.27860.3b; grid.240145.6; grid.25879.31; grid.214458.e; grid.239395.7; grid.26009.3d; grid.137628.9; grid.5288.7; grid.51462.34,United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States,,0,0,,,1,,https://app.dimensions.ai/details/publication/pub.1127449069,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-05-08
76,pub.1125952518,10.2215/cjn.03530320,32220930,,Sound Science before Quick Judgement Regarding RAS Blockade in COVID-19,Blank,Blank,Clinical Journal of the American Society of Nephrology,,"Angiotensin-Converting Enzyme Inhibitors; Betacoronavirus; Coronavirus Infections; Humans; Pandemics; Peptidyl-Dipeptidase A; Pneumonia, Viral; Renin-Angiotensin System",2020-05-07,2020,15,5,cjn.03530320,All OA; Gold,Article,"Sparks, Matthew A; South, Andrew; Welling, Paul; Luther, J Matt; Cohen, Jordana; Byrd, James Brian; Burrell, Louise M; Batlle, Daniel; Tomlinson, Laurie; Bhalla, Vivek; Rheault, Michelle N; Soler, María José; Swaminathan, Sundar; Hiremath, Swapnil",Blank,,"Sparks, Matthew A (Duke University); South, Andrew (Wake Forest University); Welling, Paul (Johns Hopkins University); Luther, J Matt (Vanderbilt University Medical Center); Cohen, Jordana (University of Pennsylvania); Byrd, James Brian (University of Michigan); Burrell, Louise M (University of Melbourne); Batlle, Daniel (Northwestern University); Tomlinson, Laurie (London School of Hygiene & Tropical Medicine); Bhalla, Vivek (Stanford University); Rheault, Michelle N (Children's Hospitals and Clinics of Minnesota); Soler, María José (Hospital Universitari Vall d'Hebron); Swaminathan, Sundar (University of Virginia); Hiremath, Swapnil (University of Ottawa)",University of Melbourne; University of Michigan; London School of Hygiene & Tropical Medicine; Children's Hospitals and Clinics of Minnesota; Hospital Universitari Vall d'Hebron; University of Pennsylvania; Duke University; University of Virginia; Vanderbilt University Medical Center; University of Ottawa; Wake Forest University; Johns Hopkins University; Stanford University; Northwestern University,grid.1008.9; grid.214458.e; grid.8991.9; grid.418507.f; grid.411083.f; grid.25879.31; grid.26009.3d; grid.27755.32; grid.412807.8; grid.28046.38; grid.241167.7; grid.21107.35; grid.168010.e; grid.16753.36,Australia; United States; United Kingdom; United States; Spain; United States; United States; United States; United States; Canada; United States; United States; United States; United States,National Institute of Diabetes and Digestive and Kidney Diseases; American Heart Association; United States-Israel Binational Science Foundation; National Heart Lung and Blood Institute,7,7,,,196,https://cjasn.asnjournals.org/content/clinjasn/early/2020/03/30/CJN.03530320.full.pdf,https://app.dimensions.ai/details/publication/pub.1125952518,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-05-07
19,pub.1127403358,10.1111/jgs.16539,32374466,,Rationing Limited Health Care Resources in the COVID‐19 Era and Beyond: Ethical Considerations Regarding Older Adults,Blank,Blank,Journal of the American Geriatrics Society,,,2020-05-06,2020,,,,All OA; Gold,Article,"Farrell, Timothy W.; Francis, Leslie; Brown, Teneille; Ferrante, Lauren E.; Widera, Eric; Rhodes, Ramona; Rosen, Tony; Hwang, Ula; Witt, Leah J.; Thothala, Niranjan; Liu, Shan W.; Vitale, Caroline A.; Braun, Ursula K.; Stephens, Caroline; Saliba, Debra",Blank,,"Farrell, Timothy W. (University of Utah; VA Salt Lake City Healthcare System; University of Utah); Francis, Leslie (University of Utah; University of Utah); Brown, Teneille (University of Utah); Ferrante, Lauren E. (Yale University); Widera, Eric (University of California, San Francisco); Rhodes, Ramona (The University of Texas Southwestern Medical Center); Rosen, Tony (); Hwang, Ula (Icahn School of Medicine at Mount Sinai; James J Peters VA Medical Center); Witt, Leah J. (University of California, San Francisco); Thothala, Niranjan (Good Samaritan Hospital; Union Hospital); Liu, Shan W. (Massachusetts General Hospital); Vitale, Caroline A. (University of Michigan); Braun, Ursula K. (Baylor College of Medicine; Michael E. DeBakey VA Medical Center); Stephens, Caroline (University of Utah); Saliba, Debra (University of California, Los Angeles; VA Greater Los Angeles Healthcare System; RAND Corporation)","University of Utah; Yale University; James J Peters VA Medical Center; Baylor College of Medicine; The University of Texas Southwestern Medical Center; University of California, Los Angeles; Good Samaritan Hospital; Icahn School of Medicine at Mount Sinai; University of California, San Francisco; VA Salt Lake City Healthcare System; Union Hospital; RAND Corporation; University of Michigan; Michael E. DeBakey VA Medical Center; Massachusetts General Hospital; VA Greater Los Angeles Healthcare System",grid.223827.e; grid.47100.32; grid.274295.f; grid.39382.33; grid.267313.2; grid.19006.3e; grid.413160.1; grid.59734.3c; grid.266102.1; grid.280807.5; grid.430597.c; grid.34474.30; grid.214458.e; grid.413890.7; grid.32224.35; grid.417119.b,United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States,,1,1,,,13,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jgs.16539,https://app.dimensions.ai/details/publication/pub.1127403358,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-05-06
19,pub.1127404405,10.1111/jgs.16537,32374440,,AGS Position Statement: Resource Allocation Strategies and Age‐Related Considerations in the COVID‐19 Era and Beyond,Blank,Blank,Journal of the American Geriatrics Society,,,2020-05-06,2020,,,,All OA; Gold,Article,"Farrell, Timothy W.; Ferrante, Lauren E.; Brown, Teneille; Francis, Leslie; Widera, Eric; Rhodes, Ramona; Rosen, Tony; Hwang, Ula; Witt, Leah J.; Thothala, Niranjan; Liu, Shan W.; Vitale, Caroline A.; Braun, Ursula K.; Stephens, Caroline; Saliba, Debra",Blank,,"Farrell, Timothy W. (University of Utah; VA Salt Lake City Healthcare System; University of Utah); Ferrante, Lauren E. (Yale University); Brown, Teneille (University of Utah); Francis, Leslie (University of Utah; University of Utah); Widera, Eric (University of California, San Francisco); Rhodes, Ramona (The University of Texas Southwestern Medical Center); Rosen, Tony (); Hwang, Ula (Icahn School of Medicine at Mount Sinai; James J Peters VA Medical Center); Witt, Leah J. (University of California, San Francisco); Thothala, Niranjan (Good Samaritan Hospital; Union Hospital); Liu, Shan W. (Massachusetts General Hospital); Vitale, Caroline A. (University of Michigan); Braun, Ursula K. (Baylor College of Medicine; Michael E. DeBakey VA Medical Center); Stephens, Caroline (University of Utah); Saliba, Debra (University of California, Los Angeles; VA Greater Los Angeles Healthcare System; RAND Corporation)","James J Peters VA Medical Center; The University of Texas Southwestern Medical Center; Icahn School of Medicine at Mount Sinai; University of Michigan; University of California, San Francisco; Union Hospital; Baylor College of Medicine; VA Greater Los Angeles Healthcare System; University of Utah; Yale University; Michael E. DeBakey VA Medical Center; Massachusetts General Hospital; University of California, Los Angeles; RAND Corporation; Good Samaritan Hospital; VA Salt Lake City Healthcare System",grid.274295.f; grid.267313.2; grid.59734.3c; grid.214458.e; grid.266102.1; grid.430597.c; grid.39382.33; grid.417119.b; grid.223827.e; grid.47100.32; grid.413890.7; grid.32224.35; grid.19006.3e; grid.34474.30; grid.413160.1; grid.280807.5,United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States,,1,1,,,79,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jgs.16537,https://app.dimensions.ai/details/publication/pub.1127404405,1117 Public Health and Health Services; 11 Medical and Health Sciences,"16 Peace, Justice and Strong Institutions; 3 Good Health and Well Being",Blank,Blank,2020-05-06
180,pub.1127402512,10.1681/asn.2020040432,32371536,,Ultrastructural Evidence for Direct Renal Infection with SARS-CoV-2,Blank,Blank,Journal of the American Society of Nephrology,,,2020-05-05,2020,,,asn.2020040432,All OA; Gold,Article,"Farkash, Evan A; Wilson, Allecia M; Jentzen, Jeffrey M",Blank,,"Farkash, Evan A (University of Michigan); Wilson, Allecia M (University of Michigan); Jentzen, Jeffrey M (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,45,https://jasn.asnjournals.org/content/jnephrol/early/2020/05/04/ASN.2020040432.full.pdf,https://app.dimensions.ai/details/publication/pub.1127402512,1108 Medical Microbiology; 11 Medical and Health Sciences,,Blank,Blank,2020-05-05
18,pub.1127394431,10.1101/2020.04.30.20086736,,,Neutrophil extracellular traps and thrombosis in COVID-19,Blank,Blank,medRxiv,,,2020-05-05,2020,,,2020.04.30.20086736,"All OA; Green, Published",Article,"Zuo, Yu; Zuo, Melanie; Yalavarthi, Srilakshmi; Gockman, Kelsey; Madison, Jacqueline A.; Shi, Hui; Knight, Jason S.; Kanthi, Yogendra",Blank,,"Zuo, Yu (University of Michigan); Zuo, Melanie (University of Michigan); Yalavarthi, Srilakshmi (University of Michigan); Gockman, Kelsey (University of Michigan); Madison, Jacqueline A. (University of Michigan); Shi, Hui (University of Michigan); Knight, Jason S. (University of Michigan); Kanthi, Yogendra (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,10,https://www.medrxiv.org/content/medrxiv/early/2020/05/05/2020.04.30.20086736.full.pdf,https://app.dimensions.ai/details/publication/pub.1127394431,0601 Biochemistry and Cell Biology; 06 Biological Sciences,,Blank,Blank,2020-05-05
10,pub.1127407801,10.1177/0194599820922986,32369430,,Upholding the Tripartite Mission in Times of Crisis: Purpose and Perseverance in the COVID-19 Pandemic.,Blank,Blank,Otolaryngology,,,2020-05-05,2020,,,194599820922986,All OA; Gold,Article,"Standiford, Taylor; Shuman, Andrew G; Fessell, David; Brenner, Michael J; Bradford, Carol R",Blank,,"Standiford, Taylor (University of Michigan); Shuman, Andrew G (University of Michigan); Fessell, David (University of Michigan); Brenner, Michael J (University of Michigan); Bradford, Carol R (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,,https://journals.sagepub.com/doi/pdf/10.1177/0194599820922986,https://app.dimensions.ai/details/publication/pub.1127407801,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-05-05
7,pub.1125608760,10.7326/m20-0907,32160273,PMC7081177,How Should U.S. Hospitals Prepare for Coronavirus Disease 2019 (COVID-19)?,Blank,Blank,Annals of Internal Medicine,,,2020-05-05,2020,172,9,621-622,"All OA; Green, Published",Article,"Chopra, Vineet; Toner, Eric; Waldhorn, Richard; Washer, Laraine",Blank,,"Chopra, Vineet (University of Michigan); Toner, Eric (Johns Hopkins University); Waldhorn, Richard (Georgetown University); Washer, Laraine (University of Michigan)",University of Michigan; Georgetown University; Johns Hopkins University,grid.214458.e; grid.213910.8; grid.21107.35,United States; United States; United States,,18,18,,,106,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7081177,https://app.dimensions.ai/details/publication/pub.1125608760,11 Medical and Health Sciences,,Blank,Blank,2020-05-05
0,pub.1127397944,10.1101/2020.05.03.075283,,,Mesenchymal stem cells with overexpression of Angiotensin-converting enzyme-2 improved the microenvironment and cardiac function in a rat model of myocardial infarction,Blank,Blank,bioRxiv,,,2020-05-05,2020,,,2020.05.03.075283,"All OA; Green, Published",Preprint,"Liu, Chao; Fan, Yue; Zhu, Hong-Yi; Zhou, Lu; Wang, Yu; Li, Qing-Ping",Blank,,"Liu, Chao (University of Michigan); Fan, Yue (Nanjing Medical University); Zhu, Hong-Yi (Nanjing Medical University); Zhou, Lu (Nanjing Medical University); Wang, Yu (Nanjing Medical University); Li, Qing-Ping (Nanjing Medical University)",Nanjing Medical University; University of Michigan,grid.89957.3a; grid.214458.e,China; United States,,0,0,,,1,https://www.biorxiv.org/content/biorxiv/early/2020/05/05/2020.05.03.075283.full.pdf,https://app.dimensions.ai/details/publication/pub.1127397944,1102 Cardiorespiratory Medicine and Haematology; 11 Medical and Health Sciences,,Blank,Blank,2020-05-05
64,pub.1126271841,10.1002/phar.2394,32267979,,COVID‐19: The Uninvited Guest in the Intensive Care Unit — Implications for Pharmacotherapy,Blank,Blank,Pharmacotherapy The Journal of Human Pharmacology and Drug Therapy,,,2020-05-04,2020,,,,All OA; Gold,Article,"Stringer, Kathleen A.; Puskarich, Michael A.; Kenes, Michael T.; Dickson, Robert P.",Blank,,"Stringer, Kathleen A. (University of Michigan; University of Michigan; University of Michigan); Puskarich, Michael A. (University of Minnesota; Hennepin County Medical Center); Kenes, Michael T. (University of Michigan); Dickson, Robert P. (University of Michigan; University of Michigan)",University of Minnesota; University of Michigan; Hennepin County Medical Center,grid.17635.36; grid.214458.e; grid.414021.2,United States; United States; United States,,1,1,,,15,https://accpjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/phar.2394,https://app.dimensions.ai/details/publication/pub.1126271841,11 Medical and Health Sciences; 1115 Pharmacology and Pharmaceutical Sciences,,Blank,Blank,2020-05-04
25,pub.1127364772,10.1542/peds.2020-1243,32366610,,The Ethics of Creating a Resource Allocation Strategy During the COVID-19 Pandemic,Blank,Blank,Pediatrics,,,2020-05-04,2020,,,e20201243,All OA; Gold,Article,"Laventhal, Naomi; Basak, Ratna; Dell, Mary Lynn; Diekema, Douglas; Elster, Nanette; Geis, Gina; Mercurio, Mark; Opel, Douglas; Shalowitz, David; Statter, Mindy; Macauley, Robert",Blank,"Laventhal, Naomi (University of Michigan)","Laventhal, Naomi (University of Michigan); Basak, Ratna (Brookdale University Hospital and Medical Center); Dell, Mary Lynn (The Ohio State University); Diekema, Douglas (University of Washington); Elster, Nanette (Loyola University Chicago); Geis, Gina (Albany Medical College); Mercurio, Mark (Yale University); Opel, Douglas (University of Washington); Shalowitz, David (Wake Forest University); Statter, Mindy (Albert Einstein College of Medicine); Macauley, Robert (Oregon Health & Science University)",Brookdale University Hospital and Medical Center; Yale University; University of Washington; Loyola University Chicago; The Ohio State University; Albany Medical College; Albert Einstein College of Medicine; University of Michigan; Wake Forest University; Oregon Health & Science University,grid.287625.c; grid.47100.32; grid.34477.33; grid.164971.c; grid.261331.4; grid.413558.e; grid.251993.5; grid.214458.e; grid.241167.7; grid.5288.7,United States; United States; United States; United States; United States; United States; United States; United States; United States; United States,,0,0,,,3,https://pediatrics.aappublications.org/content/pediatrics/early/2020/04/30/peds.2020-1243.full.pdf,https://app.dimensions.ai/details/publication/pub.1127364772,17 Psychology and Cognitive Sciences; 11 Medical and Health Sciences,,Blank,Blank,2020-05-04
5,pub.1126865819,10.1093/neuros/nyaa186,32361745,PMC7197577,Letter: Neurological Implications of COVID-19 and Lessons Learned From Prior Epidemics and Pandemics.,Blank,Blank,Neurosurgery,,,2020-05-03,2020,,,,"All OA; Green, Published",Article,"Daou, Badih J; Koduri, Sravanthi; Palmateer, Gregory; Thompson, B Gregory; Chaudhary, Neeraj; Gemmete, Joseph J; Pandey, Aditya S",Blank,,"Daou, Badih J (University of Michigan); Koduri, Sravanthi (University of Michigan); Palmateer, Gregory (University of Michigan); Thompson, B Gregory (University of Michigan); Chaudhary, Neeraj (University of Michigan; University of Michigan); Gemmete, Joseph J (University of Michigan; University of Michigan); Pandey, Aditya S (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7197577,https://app.dimensions.ai/details/publication/pub.1126865819,1109 Neurosciences; 11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-05-03
